displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Equivalents ,CashEquivalents,11892.00,,,2020,Annual
Short Term Investments ,ShortTermInvestments,11016.00,,,2020,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,22908.00,,,2020,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,26227.00,,,2020,Annual
Total Receivables Net ,TotalReceivablesNet,28056.00,,,2020,Annual
Prepaid Expenses ,PrepaidExpenses,2825.00,,,2020,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,787.00,,,2020,Annual
Total Current Assets ,TotalCurrentAssets,54576.00,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,31073.00,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-13206,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,17867.00,,,2020,Annual
Goodwill Net ,GoodwillNet,5286.00,,,2020,Annual
Intangibles Net ,IntangiblesNet,1900.00,,,2020,Annual
Long Term Investments ,LongTermInvestments,4137.00,,,2020,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,6182.00,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,2820.00,,,2020,Annual
Total Assets ,TotalAssets,92768.00,,,2020,Annual
Accounts Payable ,AccountsPayable,2852.00,,,2020,Annual
Accrued Expenses ,AccruedExpenses,8714.00,,,2020,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2020,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,619.00,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,8671.00,,,2020,Annual
Total Current Liabilities ,TotalCurrentLiabilities,20856.00,,,2020,Annual
Capital Lease Obligations ,CapitalLeaseObligations,4014.00,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,4014.00,,,2020,Annual
Total Debt ,TotalDebt,4633.00,,,2020,Annual
Deferred Income Tax ,DeferredIncomeTax,968.00,,,2020,Annual
Minority Interest ,MinorityInterest,394.00,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,1086.00,,,2020,Annual
Total Liabilities ,TotalLiabilities,27318.00,,,2020,Annual
Common Stock Total ,CommonStockTotal,2122.00,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,600.00,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),61687.00,,,2020,Annual
Other Equity Total ,OtherEquityTotal,1041.00,,,2020,Annual
Total Equity ,TotalEquity,65450.00,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,92768.00,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,424.08,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,137.39,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
