displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,26248.00,,,2024,Interim
Depreciation/ Depletion ,Depreciation/Depletion,4678.00,,,2024,Interim
Non- Cash Items ,Non-CashItems,8597.00,,,2024,Interim
Changesin Working Capital ,ChangesinWorkingCapital,-14313,,,2024,Interim
Cashfrom Operating Activities ,CashfromOperatingActivities,25210.00,,,2024,Interim
Capital Expenditures ,CapitalExpenditures,-2201,,,2024,Interim
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-2808,,,2024,Interim
Cashfrom Investing Activities ,CashfromInvestingActivities,-5009,,,2024,Interim
Financing Cash Flow Items ,FinancingCashFlowItems,-793,,,2024,Interim
Total Cash Dividends Paid ,TotalCashDividendsPaid,-14692,,,2024,Interim
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,5.00,,,2024,Interim
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-2024,,,2024,Interim
Cashfrom Financing Activities ,CashfromFinancingActivities,-17504,,,2024,Interim
Foreign Exchange Effects ,ForeignExchangeEffects,-84,,,2024,Interim
Net Changein Cash ,NetChangeinCash,2613.00,,,2024,Interim
Cash Taxes Paid ,CashTaxesPaid,9231.00,,,2024,Interim
period Length ,periodLength,12,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
