displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Equivalents ,CashEquivalents,16034.00,,,2025,Interim
Short Term Investments ,ShortTermInvestments,9824.00,,,2025,Interim
Cashand Short Term Investments ,CashandShortTermInvestments,25858.00,,,2025,Interim
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,44297.00,,,2025,Interim
Total Receivables Net ,TotalReceivablesNet,51118.00,,,2025,Interim
Prepaid Expenses ,PrepaidExpenses,3502.00,,,2025,Interim
Other Current Assets Total ,OtherCurrentAssetsTotal,15577.00,,,2025,Interim
Total Current Assets ,TotalCurrentAssets,96055.00,,,2025,Interim
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,37627.00,,,2025,Interim
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-18575,,,2025,Interim
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,19052.00,,,2025,Interim
Goodwill Net ,GoodwillNet,7405.00,,,2025,Interim
Intangibles Net ,IntangiblesNet,1391.00,,,2025,Interim
Long Term Investments ,LongTermInvestments,12361.00,,,2025,Interim
Note Receivable- Long Term ,NoteReceivable-LongTerm,5846.00,,,2025,Interim
Other Long Term Assets Total ,OtherLongTermAssetsTotal,1909.00,,,2025,Interim
Total Assets ,TotalAssets,144019.00,,,2025,Interim
Accounts Payable ,AccountsPayable,3693.00,,,2025,Interim
Accrued Expenses ,AccruedExpenses,15008.00,,,2025,Interim
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2025,Interim
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,2187.00,,,2025,Interim
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,29863.00,,,2025,Interim
Total Current Liabilities ,TotalCurrentLiabilities,50751.00,,,2025,Interim
Long Term Debt ,LongTermDebt,49.00,,,2025,Interim
Capital Lease Obligations ,CapitalLeaseObligations,6174.00,,,2025,Interim
Total Long Term Debt ,TotalLongTermDebt,6223.00,,,2025,Interim
Total Debt ,TotalDebt,8410.00,,,2025,Interim
Deferred Income Tax ,DeferredIncomeTax,1474.00,,,2025,Interim
Minority Interest ,MinorityInterest,349.00,,,2025,Interim
Other Liabilities Total ,OtherLiabilitiesTotal,2153.00,,,2025,Interim
Total Liabilities ,TotalLiabilities,60950.00,,,2025,Interim
Common Stock Total ,CommonStockTotal,2072.00,,,2025,Interim
Additional Paid- In Capital ,AdditionalPaid-InCapital,1744.00,,,2025,Interim
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),79250.00,,,2025,Interim
Other Equity Total ,OtherEquityTotal,3.00,,,2025,Interim
Total Equity ,TotalEquity,83069.00,,,2025,Interim
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,144019.00,,,2025,Interim
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,414.18,,,2025,Interim
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,179.33,,,2025,Interim
period Length ,periodLength,0.00,,,2025,Interim
