displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,165569.06,,,2024,Interim
Total Revenue ,TotalRevenue,165569.06,,,2024,Interim
Costof Revenue Total ,CostofRevenueTotal,109667.78,,,2024,Interim
Gross Profit ,GrossProfit,55901.28,,,2024,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,22820.28,,,2024,Interim
Research Development ,ResearchDevelopment,2339.79,,,2024,Interim
Depreciation/ Amortization ,Depreciation/Amortization,7093.92,,,2024,Interim
Unusual Expense( Income) ,UnusualExpense(Income),-0.67,,,2024,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,10717.18,,,2024,Interim
Total Operating Expense ,TotalOperatingExpense,152638.28,,,2024,Interim
Operating Income ,OperatingIncome,12930.78,,,2024,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-2473.46,,,2024,Interim
Other Net ,OtherNet,4059.06,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,14516.38,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,3767.92,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,10748.46,,,2024,Interim
Minority Interest ,MinorityInterest,-392.02,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,10356.44,,,2024,Interim
Net Income ,NetIncome,10356.44,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,10356.44,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,10356.44,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,10356.44,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,1258.38,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,8.23,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,4.00,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,8.23,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
