displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,424961.08,,,2020,Annual
Total Revenue ,TotalRevenue,424961.08,,,2020,Annual
Costof Revenue Total ,CostofRevenueTotal,308094.88,,,2020,Annual
Gross Profit ,GrossProfit,116866.20,,,2020,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,49870.25,,,2020,Annual
Research Development ,ResearchDevelopment,9579.18,,,2020,Annual
Depreciation/ Amortization ,Depreciation/Amortization,24948.41,,,2020,Annual
Unusual Expense( Income) ,UnusualExpense(Income),12605.82,,,2020,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,3216.35,,,2020,Annual
Total Operating Expense ,TotalOperatingExpense,408314.89,,,2020,Annual
Operating Income ,OperatingIncome,16646.18,,,2020,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-2301.59,,,2020,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,5.99,,,2020,Annual
Other Net ,OtherNet,4611.86,,,2020,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,18962.45,,,2020,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,7506.19,,,2020,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,11456.26,,,2020,Annual
Minority Interest ,MinorityInterest,-652.66,,,2020,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,10803.60,,,2020,Annual
Net Income ,NetIncome,10803.60,,,2020,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,10803.60,,,2020,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,10803.60,,,2020,Annual
Diluted Net Income ,DilutedNetIncome,10803.60,,,2020,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,1258.03,,,2020,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,8.59,,,2020,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,5.00,,,2020,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,14.64,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
