displayName,key,value
Market Cap,marketCap,301989.60
52 week Low Date,52WeekLowDate,2025-04-07T00:00:00
Price - 1 Day % Change,price1DayPercentChange,-0.12
Relative (S&P500) price percent change - 13 week,relativePricePercentChange13Week,-6.69
Avg trading volume last 10 days,avgTradingVolumeLast10Days,8.75
Price - 13 week price percent change,price13WeekPricePercentChange,2.22
Price - 52 week price percent change,price52WeekPricePercentChange,-3.93
Avg Trading Volume Last 3 months,avgTradingVolumeLast3months,251.46
Price - 5 Day % Change,price5DayPercentChange,-2.17
Price % Change Month To Date,pricePercentChangeMonthToDate,-0.68
Relative (S&P500) price percent change - 04 week,relativePricePercentChange-04week,0.56
52 week High Date,52WeekHighDate,2024-08-13T00:00:00
Price - 26 week price percent change,price26WeekPricePercentChange,-9.00
PDATE,PDATE,2025-06-05T00:00:00
Price - YTD price percent change,priceYTDPricePercentChange,-0.62
Relative (S&P500) price percent change - 52 week,relativePricePercentChange52Week,-12.26
NPRICE,NPRICE,237.77
Relative (S&P500) price percent change - 26 week,relativePricePercentChange26Week,-8.64
52 week Low,52WeekLow,205.00
52 week High,52WeekHigh,345.00
Beta,beta,1.01
Relative (S&P500) price percent change - Year to Date,relativePricePercentChangeYearToDate,-4.65
