displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,93594.13,,,2025,Annual
Depreciation/ Depletion ,Depreciation/Depletion,3805.23,,,2025,Annual
Non- Cash Items ,Non-CashItems,948.46,,,2025,Annual
Changesin Working Capital ,ChangesinWorkingCapital,28894.02,,,2025,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,127241.84,,,2025,Annual
Capital Expenditures ,CapitalExpenditures,-4075.89,,,2025,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,225.25,,,2025,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-3850.64,,,2025,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,2382.88,,,2025,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-14826.19,,,2025,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,6346.50,,,2025,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-96380.73,,,2025,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-102477.54,,,2025,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,199.73,,,2025,Annual
Net Changein Cash ,NetChangeinCash,21113.39,,,2025,Annual
Cash Taxes Paid ,CashTaxesPaid,19708.68,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
