displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,50775.24,,,2022,Annual
Depreciation/ Depletion ,Depreciation/Depletion,1680.73,,,2022,Annual
Non- Cash Items ,Non-CashItems,6584.02,,,2022,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-70999.56,,,2022,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,-11959.57,,,2022,Annual
Capital Expenditures ,CapitalExpenditures,-2236.24,,,2022,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,19.91,,,2022,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-2216.33,,,2022,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,135.83,,,2022,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-3592.40,,,2022,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,2609.76,,,2022,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,48970.83,,,2022,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,48124.02,,,2022,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,165.10,,,2022,Annual
Net Changein Cash ,NetChangeinCash,34113.22,,,2022,Annual
Cash Taxes Paid ,CashTaxesPaid,14838.16,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
