id,text,created_at,retweet_count,reply_count,like_count,quote_count,view_count,lang,username,author_name,url
1848936007170986115,"@janasena2K24 @PbGovtIndia Dear Praveen,

We would like to inform you that the Tata Steel AEP 2024 results will be released by this Friday, October 25th.

Regards,
Team Tata Steel
https://t.co/CZsIix56bK",Wed Oct 23 03:54:30 +0000 2024,0,1,1,0,157,en,TataSteelLtd,Tata Steel,https://x.com/TataSteelLtd/status/1848936007170986115
1827002014087430305,"We are honoured to receive the Gold Award by the #BrandonHallGroup for the Best #TalentAcquisition Process.

Brandon Hall Group awards organisations human capital management programmes, strategies, processes and technologies that have achieved measurable results.

#TataSteel #WeAlsoMakeTomorrow #HRM",Fri Aug 23 15:16:38 +0000 2024,2,2,16,1,1177,en,TataSteelLtd,Tata Steel,https://x.com/TataSteelLtd/status/1827002014087430305
1818712645337235892,"Sustainable operations are integral to our strategic goals and Tata Steel has launched the first carbon bank in India.” – T. V. Narendran, CEO &amp; MD, #TataSteel.

Read More: https://t.co/S09PwT1P83

#1QFY25

(2/2)",Wed Jul 31 18:17:39 +0000 2024,0,0,1,0,1641,en,TataSteelLtd,Tata Steel,https://x.com/TataSteelLtd/status/1818712645337235892
1750194259012223231,"Tata Steel India has delivered better margins aided by higher deliveries as well as realisations on a QoQ basis. Our domestic deliveries for the quarter stood at 4.78 million tons and were up 3% QoQ and 10% YoY.

(1/3) https://t.co/XY2dac8Kpc",Wed Jan 24 16:30:03 +0000 2024,0,2,12,0,1138,en,TataSteelLtd,Tata Steel,https://x.com/TataSteelLtd/status/1750194259012223231
1720046521687642151,"I am happy to share that Tata Steel has received Safety and Health Excellence recognition for 2023 by worldsteel.” – T. V. Narendran, CEO &amp; MD, #TataSteel.

Read More: https://t.co/XmJBs44qaA

#2QFY24

(2/2)",Thu Nov 02 11:53:42 +0000 2023,0,0,9,1,718,en,TataSteelLtd,Tata Steel,https://x.com/TataSteelLtd/status/1720046521687642151
1720046518986559757,"“Tata Steel India delivered steady performance, with crude steel production of around 5 million tons. Domestic deliveries were up 6% YoY, despite renewed volatility and seasonal factors during the quarter.

(1/2) https://t.co/CpUvOKW5Ef",Thu Nov 02 11:53:41 +0000 2023,0,1,21,0,1515,en,TataSteelLtd,Tata Steel,https://x.com/TataSteelLtd/status/1720046518986559757
1719766903093174295,"#2QFY24 Financial Results: Our consolidated revenues for the quarter stood at ₹ 55,682 crores, while consolidated EBITDA stood at ₹ 4,315 crores. Despite seasonal factors, broad-based improvement was witnessed across key end use segments.

https://t.co/XmJBs44qaA

#TataSteel",Wed Nov 01 17:22:36 +0000 2023,7,4,26,0,4129,en,TataSteelLtd,Tata Steel,https://x.com/TataSteelLtd/status/1719766903093174295
1683509630226538499,"We continue to progress on our sustainability journey and multiple initiatives are underway, calibrated to each operating location."" – T. V. Narendran, CEO &amp; MD, #TataSteel.

Read More: https://t.co/jiLoM1vCwJ

#1QFY24 #WeAlsoMakeTomorrow #FinancialResults  

(3/3)",Mon Jul 24 16:09:08 +0000 2023,2,0,6,0,1916,en,TataSteelLtd,Tata Steel,https://x.com/TataSteelLtd/status/1683509630226538499
1683509624593588225,"“During the quarter, global economic recovery continued to face headwinds affecting commodity prices including steel. In India, domestic steel demand continued to grow and was up around 10% on YoY basis but steel spot prices moderated in line with global cues.

(1/3) https://t.co/DMzmdKI89g",Mon Jul 24 16:09:07 +0000 2023,3,3,39,0,4088,en,TataSteelLtd,Tata Steel,https://x.com/TataSteelLtd/status/1683509624593588225
1654477411164246018,"We remain focused on cost optimisation, operational improvements and working capital management to maximise cashflows and will aim to resume our deleveraging journey in FY2024.” – Koushik Chatterjee, ED &amp; CFO, #TataSteel

Read More: https://t.co/cke0VJogiw

#4QFY23Results

(2/2)",Fri May 05 13:25:28 +0000 2023,0,0,6,0,897,en,TataSteelLtd,Tata Steel,https://x.com/TataSteelLtd/status/1654477411164246018
1653658098815455232,"We continue to pursue multiple initiatives to reduce our emissions including a recently initiated trial for injecting large quantity of hydrogen into one of our blast furnaces at Jamshedpur, a global first."" – T. V. Narendran, CEO &amp; MD, #TataSteel. 

Read: https://t.co/cke0VJnIsY",Wed May 03 07:09:48 +0000 2023,0,1,12,0,1072,en,TataSteelLtd,Tata Steel,https://x.com/TataSteelLtd/status/1653658098815455232
1653658096093331463,"“FY2023 saw our India crude steel production growing to around 19.9 million tons, with a 65% share of our overall volumes. The quarter also saw strong momentum with deliveries growing by 9% QoQ to 5.15 million tons.

(1/2) https://t.co/pdNmfkMBCr",Wed May 03 07:09:48 +0000 2023,5,3,31,0,3061,en,TataSteelLtd,Tata Steel,https://x.com/TataSteelLtd/status/1653658096093331463
1653416068935761921,"#4QFY23 Financial Results: Our Consolidated Revenues for FY23 stood at ₹ 2,43,353 Cr., broadly similiar on YoY basis despite volatile operating environment across geographies. FY23 Consolidated EBITDA stood at ₹ 32,698 Cr. &amp; Consolidated PAT stood at ₹ 8,075 Cr.

#TataSteel",Tue May 02 15:08:04 +0000 2023,10,3,63,0,6763,en,TataSteelLtd,Tata Steel,https://x.com/TataSteelLtd/status/1653416068935761921
1622809654169595904,"We are presently expanding our capacities across multiple sites at Tata Steel Kalinganagar, NINL and the Electric Arc Furnace at Ludhiana in Punjab and at our downstream plants across India."" – T. V. Narendran, CEO &amp; MD, Tata Steel.

Read more: https://t.co/HBYVA2JMbt

(2/2)",Tue Feb 07 04:09:06 +0000 2023,0,0,14,0,1700,en,TataSteelLtd,Tata Steel,https://x.com/TataSteelLtd/status/1622809654169595904
1622607343145058305,"#3QFY23 Financial Results: Our consolidated revenues for the first 9 months of FY23 stood at ₹ 1,80,391 Cr. (3% Growth YoY) and consolidated EBITDA stood at ₹ 25,472 Cr. with an EBITDA margin of ~14% despite volatile operating environment across geographies.

#TataSteel",Mon Feb 06 14:45:11 +0000 2023,9,3,70,1,8049,en,TataSteelLtd,Tata Steel,https://x.com/TataSteelLtd/status/1622607343145058305
