displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,23278.00,,,2025,Annual
Depreciation/ Depletion ,Depreciation/Depletion,23256.00,,,2025,Annual
Non- Cash Items ,Non-CashItems,12403.00,,,2025,Annual
Changesin Working Capital ,ChangesinWorkingCapital,934.00,,,2025,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,59871.00,,,2025,Annual
Capital Expenditures ,CapitalExpenditures,-38042,,,2025,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-9552,,,2025,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-47594,,,2025,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-6066,,,2025,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-2303,,,2025,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,35.00,,,2025,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-10452,,,2025,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-18786,,,2025,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,843.00,,,2025,Annual
Net Changein Cash ,NetChangeinCash,-5666,,,2025,Annual
Cash Interest Paid ,CashInterestPaid,5814.00,,,2025,Annual
Cash Taxes Paid ,CashTaxesPaid,3991.00,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
