displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,439695.00,,,2025,Annual
Total Revenue ,TotalRevenue,439695.00,,,2025,Annual
Costof Revenue Total ,CostofRevenueTotal,247275.00,,,2025,Annual
Gross Profit ,GrossProfit,192420.00,,,2025,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,126734.00,,,2025,Annual
Research Development ,ResearchDevelopment,10716.00,,,2025,Annual
Depreciation/ Amortization ,Depreciation/Amortization,23256.00,,,2025,Annual
Unusual Expense( Income) ,UnusualExpense(Income),550.00,,,2025,Annual
Total Operating Expense ,TotalOperatingExpense,408531.00,,,2025,Annual
Operating Income ,OperatingIncome,31164.00,,,2025,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,857.00,,,2025,Annual
Other Net ,OtherNet,1759.00,,,2025,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,33780.00,,,2025,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,10502.00,,,2025,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,23278.00,,,2025,Annual
Minority Interest ,MinorityInterest,-319,,,2025,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,22959.00,,,2025,Annual
Total Extraordinary Items ,TotalExtraordinaryItems,4871.00,,,2025,Annual
Net Income ,NetIncome,27830.00,,,2025,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,22959.00,,,2025,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,27830.00,,,2025,Annual
Diluted Net Income ,DilutedNetIncome,27830.00,,,2025,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,353.40,,,2025,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,64.97,,,2025,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,6.00,,,2025,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,66.04,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
