displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,125.13
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,131.68
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,90.39
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,236.37
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,75.01
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,78.75
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,148.25
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,1182.40
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,61.77
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,65.01
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,61.79
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,315.49
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,315.49
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,6.00
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,1244.19
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,66.04
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,90.39
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,6.00
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,64.97
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,183.68
