displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,434016.00,,,2024,Annual
Total Revenue ,TotalRevenue,434016.00,,,2024,Annual
Costof Revenue Total ,CostofRevenueTotal,252289.00,,,2024,Annual
Gross Profit ,GrossProfit,181727.00,,,2024,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,111365.00,,,2024,Annual
Research Development ,ResearchDevelopment,10959.00,,,2024,Annual
Depreciation/ Amortization ,Depreciation/Amortization,27239.00,,,2024,Annual
Unusual Expense( Income) ,UnusualExpense(Income),939.00,,,2024,Annual
Total Operating Expense ,TotalOperatingExpense,402791.00,,,2024,Annual
Operating Income ,OperatingIncome,31225.00,,,2024,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-3945,,,2024,Annual
Other Net ,OtherNet,1149.00,,,2024,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,28429.00,,,2024,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,-4024,,,2024,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,32453.00,,,2024,Annual
Minority Interest ,MinorityInterest,-408,,,2024,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,32045.00,,,2024,Annual
Total Extraordinary Items ,TotalExtraordinaryItems,-646,,,2024,Annual
Net Income ,NetIncome,31399.00,,,2024,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,32045.00,,,2024,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,31399.00,,,2024,Annual
Diluted Net Income ,DilutedNetIncome,31399.00,,,2024,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,383.40,,,2024,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,83.58,,,2024,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,3.00,,,2024,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,85.17,,,2024,Annual
period Length ,periodLength,12,,,2024,Annual
period Type ,periodType,Months,,,2024,Annual
