displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,108048.00,,,2025,Interim
Total Revenue ,TotalRevenue,108048.00,,,2025,Interim
Costof Revenue Total ,CostofRevenueTotal,58245.00,,,2025,Interim
Gross Profit ,GrossProfit,49803.00,,,2025,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,11802.00,,,2025,Interim
Research Development ,ResearchDevelopment,2759.00,,,2025,Interim
Depreciation/ Amortization ,Depreciation/Amortization,6574.00,,,2025,Interim
Unusual Expense( Income) ,UnusualExpense(Income),-43,,,2025,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,19733.00,,,2025,Interim
Total Operating Expense ,TotalOperatingExpense,99070.00,,,2025,Interim
Operating Income ,OperatingIncome,8978.00,,,2025,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-1683,,,2025,Interim
Other Net ,OtherNet,1575.00,,,2025,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,8870.00,,,2025,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,3178.00,,,2025,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,5692.00,,,2025,Interim
Minority Interest ,MinorityInterest,-126,,,2025,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,5566.00,,,2025,Interim
Net Income ,NetIncome,5566.00,,,2025,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,5566.00,,,2025,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,5566.00,,,2025,Interim
Diluted Net Income ,DilutedNetIncome,5566.00,,,2025,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,383.25,,,2025,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,14.52,,,2025,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2025,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,14.45,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
