displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Equivalents ,CashEquivalents,21559.80,,,2019,Annual
Short Term Investments ,ShortTermInvestments,20104.04,,,2019,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,41663.84,,,2019,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,19013.54,,,2019,Annual
Total Receivables Net ,TotalReceivablesNet,36847.88,,,2019,Annual
Total Inventory ,TotalInventory,40191.60,,,2019,Annual
Prepaid Expenses ,PrepaidExpenses,1210.68,,,2019,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,3517.16,,,2019,Annual
Total Current Assets ,TotalCurrentAssets,123431.16,,,2019,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,153209.20,,,2019,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-72051.17,,,2019,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,81158.03,,,2019,Annual
Goodwill Net ,GoodwillNet,747.87,,,2019,Annual
Intangibles Net ,IntangiblesNet,61212.41,,,2019,Annual
Long Term Investments ,LongTermInvestments,6240.89,,,2019,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,26466.79,,,2019,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,7937.38,,,2019,Annual
Total Assets ,TotalAssets,307194.53,,,2019,Annual
Accounts Payable ,AccountsPayable,71690.67,,,2019,Annual
Accrued Expenses ,AccruedExpenses,6081.39,,,2019,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,20150.26,,,2019,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,15051.41,,,2019,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,32483.70,,,2019,Annual
Total Current Liabilities ,TotalCurrentLiabilities,145457.43,,,2019,Annual
Long Term Debt ,LongTermDebt,70817.50,,,2019,Annual
Capital Lease Obligations ,CapitalLeaseObligations,156.17,,,2019,Annual
Total Long Term Debt ,TotalLongTermDebt,70973.67,,,2019,Annual
Total Debt ,TotalDebt,106175.34,,,2019,Annual
Deferred Income Tax ,DeferredIncomeTax,1491.04,,,2019,Annual
Minority Interest ,MinorityInterest,523.06,,,2019,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,28569.77,,,2019,Annual
Total Liabilities ,TotalLiabilities,247014.97,,,2019,Annual
Common Stock Total ,CommonStockTotal,679.22,,,2019,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,18891.93,,,2019,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),43667.36,,,2019,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),62.08,,,2019,Annual
Other Equity Total ,OtherEquityTotal,-3121.03,,,2019,Annual
Total Equity ,TotalEquity,60179.56,,,2019,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,307194.53,,,2019,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,339.59,,,2019,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,-5.24,,,2019,Annual
period Length ,periodLength,0.00,,,2019,Annual
