displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,46637.00,,,2025,Annual
Total Revenue ,TotalRevenue,46637.00,,,2025,Annual
Costof Revenue Total ,CostofRevenueTotal,24223.00,,,2025,Annual
Gross Profit ,GrossProfit,22414.00,,,2025,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,5549.00,,,2025,Annual
Depreciation/ Amortization ,Depreciation/Amortization,2750.00,,,2025,Annual
Unusual Expense( Income) ,UnusualExpense(Income),408.00,,,2025,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,8745.00,,,2025,Annual
Total Operating Expense ,TotalOperatingExpense,41675.00,,,2025,Annual
Operating Income ,OperatingIncome,4962.00,,,2025,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-4619,,,2025,Annual
Other Net ,OtherNet,486.00,,,2025,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,829.00,,,2025,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,9.00,,,2025,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,820.00,,,2025,Annual
Minority Interest ,MinorityInterest,77.00,,,2025,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,897.00,,,2025,Annual
Net Income ,NetIncome,897.00,,,2025,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,897.00,,,2025,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,897.00,,,2025,Annual
Diluted Net Income ,DilutedNetIncome,897.00,,,2025,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,84.44,,,2025,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,10.62,,,2025,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,6.00,,,2025,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,15.40,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
