displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,3384.00,,,2020,Annual
Depreciation/ Depletion ,Depreciation/Depletion,2012.00,,,2020,Annual
Non- Cash Items ,Non-CashItems,1112.00,,,2020,Annual
Changesin Working Capital ,ChangesinWorkingCapital,2231.00,,,2020,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,8739.00,,,2020,Annual
Capital Expenditures ,CapitalExpenditures,-1980,,,2020,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-663,,,2020,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-2643,,,2020,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,1291.00,,,2020,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-407,,,2020,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,0.00,,,2020,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-3059,,,2020,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-2175,,,2020,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,-23,,,2020,Annual
Net Changein Cash ,NetChangeinCash,3898.00,,,2020,Annual
Cash Interest Paid ,CashInterestPaid,1646.00,,,2020,Annual
Cash Taxes Paid ,CashTaxesPaid,819.00,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
