displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,829.00,,,2025,Annual
Depreciation/ Depletion ,Depreciation/Depletion,2750.00,,,2025,Annual
Non- Cash Items ,Non-CashItems,3935.00,,,2025,Annual
Changesin Working Capital ,ChangesinWorkingCapital,2637.00,,,2025,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,10151.00,,,2025,Annual
Capital Expenditures ,CapitalExpenditures,-1695,,,2025,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-145,,,2025,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-1840,,,2025,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-465,,,2025,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-77,,,2025,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-4251,,,2025,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-4793,,,2025,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,17.00,,,2025,Annual
Net Changein Cash ,NetChangeinCash,3535.00,,,2025,Annual
Cash Interest Paid ,CashInterestPaid,3328.00,,,2025,Annual
Cash Taxes Paid ,CashTaxesPaid,983.00,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
