id,headline,intro,byline,date,timeToRead,premiumStory,section,keywords,url,thumbnailimage,listimage,smallimage,bigimage,imagecaption,image_621x414,image_222x148,sliderimages,slidervideos,interactives,body
11749194447516,Stock Market Strategy: InCred Equities lists 21 stocks to buy this June,"Despite a 4% gain in benchmark indices in 2025, Indian equity markets remain volatile due to global trade tensions. InCred Equities recommends 21 stocks with an ?Add? rating, highlighting a favorable monsoon and strong GVA growth as key positives for investors.",Pranati Deva,"Fri, 06 Jun 2025 13:04 PM IST IST",3,false,Markets,,https://www.livemint.com/market/stock-market-news/stock-market-strategy-incred-equities-lists-21-stocks-to-buy-this-june-11749194447516.html,https://www.livemint.com/lm-img/img/2025/06/06/90x90/2-0-86659716-BSE1-4C--0_1681741441789_1749195212810.jpg,https://www.livemint.com/lm-img/img/2025/06/06/90x90/2-0-86659716-BSE1-4C--0_1681741441789_1749195212810.jpg,https://www.livemint.com/lm-img/img/2025/06/06/90x90/2-0-86659716-BSE1-4C--0_1681741441789_1749195212810.jpg,https://www.livemint.com/lm-img/img/2025/06/06/600x338/2-0-86659716-BSE1-4C--0_1681741441789_1749195212810.jpg,Stock Market Strategy: InCred Equities lists 21 stocks to buy this June,https://www.livemint.com/lm-img/img/2025/06/06/600x338/2-0-86659716-BSE1-4C--0_1681741441789_1749195212810.jpg,https://www.livemint.com/lm-img/img/2025/06/06/600x338/2-0-86659716-BSE1-4C--0_1681741441789_1749195212810.jpg,[],[],[],
11748776375508,"Multiple explosions heard near Russian Air Base close to Ukraine border, cloud of smoke emerges | Watch",At least 10 explosions were heard at the air base before a fire broke out. Local media also uploaded footages of smoke rising near the air base.,Livemint,"Sun, 01 Jun 2025 17:28 PM IST IST",2,false,News,,https://www.livemint.com/news/world/multiple-explosions-heard-near-russian-air-base-close-to-ukraine-border-cloud-of-smoke-emerges-watch-11748776375508.html,https://www.livemint.com/lm-img/img/2025/06/01/90x90/GsWhuKmXsAAuvOv_1748777039037_1748777044659.jpg,https://www.livemint.com/lm-img/img/2025/06/01/90x90/GsWhuKmXsAAuvOv_1748777039037_1748777044659.jpg,https://www.livemint.com/lm-img/img/2025/06/01/90x90/GsWhuKmXsAAuvOv_1748777039037_1748777044659.jpg,https://www.livemint.com/lm-img/img/2025/06/01/600x338/GsWhuKmXsAAuvOv_1748777039037_1748777044659.jpg,Plume of smoke emerges from the alleged explosion site,https://www.livemint.com/lm-img/img/2025/06/01/600x338/GsWhuKmXsAAuvOv_1748777039037_1748777044659.jpg,https://www.livemint.com/lm-img/img/2025/06/01/600x338/GsWhuKmXsAAuvOv_1748777039037_1748777044659.jpg,[],[],[],
11748603752740,"Instagram adds 3:4 aspect ratio for uncropped, full-frame photo sharing","Instagram has introduced support for 3:4 aspect ratio photos, allowing users to upload images as captured without cropping. The update enhances user experience for both single uploads and carousel posts, aligning with smartphone camera defaults.",Livemint,"Fri, 30 May 2025 16:52 PM IST IST",1,false,Technology,,https://www.livemint.com/technology/tech-news/instagram-adds-3-4-aspect-ratio-for-uncropped-full-frame-photo-sharing-11748603752740.html,https://www.livemint.com/lm-img/img/2025/05/30/90x90/FILES-GERMANY-PAKISTAN-INDIA-TECHNOLOGY-META_1747890029721_1748603859424.jpg,https://www.livemint.com/lm-img/img/2025/05/30/90x90/FILES-GERMANY-PAKISTAN-INDIA-TECHNOLOGY-META_1747890029721_1748603859424.jpg,https://www.livemint.com/lm-img/img/2025/05/30/90x90/FILES-GERMANY-PAKISTAN-INDIA-TECHNOLOGY-META_1747890029721_1748603859424.jpg,https://www.livemint.com/lm-img/img/2025/05/30/600x338/FILES-GERMANY-PAKISTAN-INDIA-TECHNOLOGY-META_1747890029721_1748603859424.jpg,"In a notable update aimed at enhancing user experience, Instagram has officially introduced support for 3:4 aspect ratio photographs on its platform.",https://www.livemint.com/lm-img/img/2025/05/30/600x338/FILES-GERMANY-PAKISTAN-INDIA-TECHNOLOGY-META_1747890029721_1748603859424.jpg,https://www.livemint.com/lm-img/img/2025/05/30/600x338/FILES-GERMANY-PAKISTAN-INDIA-TECHNOLOGY-META_1747890029721_1748603859424.jpg,[],[],[],
11748507410402,"Delhi HC directs YouTuber Mohak Mangal to take down video on ANI, allows re-upload after edits","The case stems from a video Mangal published on 25 May, in which he accused ANI of blackmail and extortion. He alleged that a representative of the news agency demanded more than  ?40 lakh to lift copyright strikes issued against his channel.",Krishna YadavPratishtha Bagai,"Thu, 29 May 2025 22:59 PM IST IST",5,true,News,,https://www.livemint.com/news/india/ani-defamation-case-mohak-mangal-youtube-delhi-high-court-ani-copyright-strike-youtube-india-ani-extortion-allegatio-11748507410402.html,https://www.livemint.com/lm-img/img/2025/05/29/90x90/bhautik-patel-RiOBIDBYjsA-unsplash_1735465333522_1748509306298.jpg,https://www.livemint.com/lm-img/img/2025/05/29/90x90/bhautik-patel-RiOBIDBYjsA-unsplash_1735465333522_1748509306298.jpg,https://www.livemint.com/lm-img/img/2025/05/29/90x90/bhautik-patel-RiOBIDBYjsA-unsplash_1735465333522_1748509306298.jpg,https://www.livemint.com/lm-img/img/2025/05/29/600x338/bhautik-patel-RiOBIDBYjsA-unsplash_1735465333522_1748509306298.jpg,"According to YouTube's support website, if a channel gets three copyright strikes it is subject to termination along with any associated channels.",https://www.livemint.com/lm-img/img/2025/05/29/600x338/bhautik-patel-RiOBIDBYjsA-unsplash_1735465333522_1748509306298.jpg,https://www.livemint.com/lm-img/img/2025/05/29/600x338/bhautik-patel-RiOBIDBYjsA-unsplash_1735465333522_1748509306298.jpg,[],[],[],
11747999586709,Man who secretly filmed women on Bengaluru Metro and uploaded videos on Instagram arrested,"The controversial Instagram account featured 14 unsolicited videos and photos of female Bengaluru Metro commuters, all captured without their knowledge.",,"Fri, 23 May 2025 18:40 PM IST IST",1,false,News,,https://www.livemint.com/news/man-arrested-for-secretly-filming-women-on-bengaluru-metro-uploading-videos-on-instagram-11747999586709.html,https://www.livemint.com/lm-img/img/2025/05/23/90x90/This-year--the-Bengaluru-Metro-Rail-Corporation-Li_1748000677004_1748000692410.jpg,https://www.livemint.com/lm-img/img/2025/05/23/90x90/This-year--the-Bengaluru-Metro-Rail-Corporation-Li_1748000677004_1748000692410.jpg,https://www.livemint.com/lm-img/img/2025/05/23/90x90/This-year--the-Bengaluru-Metro-Rail-Corporation-Li_1748000677004_1748000692410.jpg,https://www.livemint.com/lm-img/img/2025/05/23/600x338/This-year--the-Bengaluru-Metro-Rail-Corporation-Li_1748000677004_1748000692410.jpg,A man who secretly filmed women on the Bengaluru Metro and uploaded videos on Instagram has been arrested.(Representative image),https://www.livemint.com/lm-img/img/2025/05/23/600x338/This-year--the-Bengaluru-Metro-Rail-Corporation-Li_1748000677004_1748000692410.jpg,https://www.livemint.com/lm-img/img/2025/05/23/600x338/This-year--the-Bengaluru-Metro-Rail-Corporation-Li_1748000677004_1748000692410.jpg,[],[],[],
11747994120224,"SAMS Odisha +3 admission 2025: Registration date extended till June 1 ? check direct link, other FAQs",SAMS Odisha +3 admission 2025: The Higher Education Department of Odisha has extended the registration for SAMS Odisha +3 Admission 2025 until June 1. Students can edit their application forms and upload Class 12 marks during this period. Read to know more,Livemint,"Fri, 23 May 2025 15:52 PM IST IST",1,false,Education,,https://www.livemint.com/education/sams-odisha-3-admission-2025-registration-date-extended-till-june-1-check-direct-link-other-faqs-11747994120224.html,https://www.livemint.com/lm-img/img/2025/05/23/90x90/sams_odisha_1747995570861_1747995575268.png,https://www.livemint.com/lm-img/img/2025/05/23/90x90/sams_odisha_1747995570861_1747995575268.png,https://www.livemint.com/lm-img/img/2025/05/23/90x90/sams_odisha_1747995570861_1747995575268.png,https://www.livemint.com/lm-img/img/2025/05/23/600x338/sams_odisha_1747995570861_1747995575268.png,"SAMS Odisha +3 admission 2025: Registration date extended till June 1 ? check direct link, other FAQs ",https://www.livemint.com/lm-img/img/2025/05/23/600x338/sams_odisha_1747995570861_1747995575268.png,https://www.livemint.com/lm-img/img/2025/05/23/600x338/sams_odisha_1747995570861_1747995575268.png,[],[],[],
11747769334774,I/O 2025: 5 New Gemini features Google announced - all you need to know,"Google updates its Gemini app with new features for AI interaction, including free camera and screen sharing, advanced image and video tools, and personalised report generation. Users can also create interactive content in Canvas, while students gain access to a free academic year of Google AI Pro.",Govind Choudhary,"Wed, 21 May 2025 01:09 AM IST IST",2,false,Technology,,https://www.livemint.com/technology/io-2025-5-new-gemini-features-google-announced-all-you-need-to-know-11747769334774.html,https://www.livemint.com/lm-img/img/2025/05/20/90x90/jjbjbb_1747765954451_1747769372792.webp,https://www.livemint.com/lm-img/img/2025/05/20/90x90/jjbjbb_1747765954451_1747769372792.webp,https://www.livemint.com/lm-img/img/2025/05/20/90x90/jjbjbb_1747765954451_1747769372792.webp,https://www.livemint.com/lm-img/img/2025/05/20/600x338/jjbjbb_1747765954451_1747769372792.webp,"Google?s Gemini is levelling up. With Personal Context, it now uses your search history to offer personalised, proactive help, like reminding you about upcoming exams or suggesting tailored info before you even ask.",https://www.livemint.com/lm-img/img/2025/05/20/600x338/jjbjbb_1747765954451_1747769372792.webp,https://www.livemint.com/lm-img/img/2025/05/20/600x338/jjbjbb_1747765954451_1747769372792.webp,[],[],[],
11747108041050,"UPL share price declines 5% after Q4 Results, Dividend declaration: Should you Buy,  Sell or Hold the stock?","Stock Market today: UPL share price declined more than 5% during the intraday trades on Tuesday after Q4 Results that were declared on Monday but after the trading hours. UPL also declared Dividend. Should you Buy, Sell or Hold the stock?",Ujjval Jauhari,"Tue, 13 May 2025 12:51 PM IST IST",2,false,Markets,,https://www.livemint.com/market/stock-market-news/upl-share-price-declines-5-after-q4-results-dividend-declaration-should-you-buy-sell-or-hold-the-stock-11747108041050.html,https://www.livemint.com/lm-img/img/2025/05/13/90x90/Industry-players--including-UPL--have-been-struggl_1690874994261_1747113276468.jpg,https://www.livemint.com/lm-img/img/2025/05/13/90x90/Industry-players--including-UPL--have-been-struggl_1690874994261_1747113276468.jpg,https://www.livemint.com/lm-img/img/2025/05/13/90x90/Industry-players--including-UPL--have-been-struggl_1690874994261_1747113276468.jpg,https://www.livemint.com/lm-img/img/2025/05/13/600x338/Industry-players--including-UPL--have-been-struggl_1690874994261_1747113276468.jpg,Stock Market today: UPL share price declines post Q4 Results ,https://www.livemint.com/lm-img/img/2025/05/13/600x338/Industry-players--including-UPL--have-been-struggl_1690874994261_1747113276468.jpg,https://www.livemint.com/lm-img/img/2025/05/13/600x338/Industry-players--including-UPL--have-been-struggl_1690874994261_1747113276468.jpg,[],[],[],
11747105839471,"UPL, Tata Steel to Jyothy Labs: Five stocks remain in focus after declaring dividends","Dividend Stocks: UPL, Tata Steel, Jyothy Labs, Avadh Sugar &amp; Energy Limited, and Alufluoride Limited are five stocks that remain in focus following dividend announcements on Monday.",Ujjval Jauhari,"Tue, 13 May 2025 09:45 AM IST IST",2,false,Markets,,https://www.livemint.com/market/stock-market-news/upl-tata-steel-to-jyothy-labs-five-stocks-that-declared-dividend-and-thereby-remain-in-focus-11747105839471.html,https://www.livemint.com/lm-img/img/2025/05/13/90x90/g8afb05c17da83511f631d_1747105976456_1747105976706.jpg,https://www.livemint.com/lm-img/img/2025/05/13/90x90/g8afb05c17da83511f631d_1747105976456_1747105976706.jpg,https://www.livemint.com/lm-img/img/2025/05/13/90x90/g8afb05c17da83511f631d_1747105976456_1747105976706.jpg,https://www.livemint.com/lm-img/img/2025/05/13/600x338/g8afb05c17da83511f631d_1747105976456_1747105976706.jpg,Dividend Stocks: Five stocks in focus on Dividend dclarartion,https://www.livemint.com/lm-img/img/2025/05/13/600x338/g8afb05c17da83511f631d_1747105976456_1747105976706.jpg,https://www.livemint.com/lm-img/img/2025/05/13/600x338/g8afb05c17da83511f631d_1747105976456_1747105976706.jpg,[],[],[],
11747058033730,"Worst is over; specialty chemicals, new products to drive growth: UPL","Currently, the company also stands to gain from the US-imposed tariff escalation, which would make it a preferable supplier over Chinese companies to American companies, said Jai Shroff, chairman and group CEO, UPL.",Nehal Chaliawala,"Tue, 13 May 2025 12:55 PM IST IST",3,false,Companies,,https://www.livemint.com/companies/upl-superform-bse-chemistries-specialty-chemicals-trump-us-tariffs-latin-america-jai-shroff-superform-11747058033730.html,https://www.livemint.com/lm-img/img/2025/05/12/90x90/UPL_1607577284530_1607577290912_1747069183465.jpg,https://www.livemint.com/lm-img/img/2025/05/12/90x90/UPL_1607577284530_1607577290912_1747069183465.jpg,https://www.livemint.com/lm-img/img/2025/05/12/90x90/UPL_1607577284530_1607577290912_1747069183465.jpg,https://www.livemint.com/lm-img/img/2025/05/12/600x338/UPL_1607577284530_1607577290912_1747069183465.jpg,"Latin America is its largest market, accounting for 38% of revenues.",https://www.livemint.com/lm-img/img/2025/05/12/600x338/UPL_1607577284530_1607577290912_1747069183465.jpg,https://www.livemint.com/lm-img/img/2025/05/12/600x338/UPL_1607577284530_1607577290912_1747069183465.jpg,[],[],[],
