displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,4484.00,,,2023,Annual
Cash Equivalents ,CashEquivalents,1483.00,,,2023,Annual
Short Term Investments ,ShortTermInvestments,130.00,,,2023,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,6097.00,,,2023,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,18305.00,,,2023,Annual
Total Receivables Net ,TotalReceivablesNet,21839.00,,,2023,Annual
Total Inventory ,TotalInventory,13985.00,,,2023,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,107.00,,,2023,Annual
Total Current Assets ,TotalCurrentAssets,42028.00,,,2023,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,16156.00,,,2023,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-7086,,,2023,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,10267.00,,,2023,Annual
Goodwill Net ,GoodwillNet,19898.00,,,2023,Annual
Intangibles Net ,IntangiblesNet,11366.00,,,2023,Annual
Long Term Investments ,LongTermInvestments,1578.00,,,2023,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,568.00,,,2023,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,2872.00,,,2023,Annual
Total Assets ,TotalAssets,88577.00,,,2023,Annual
Accounts Payable ,AccountsPayable,17614.00,,,2023,Annual
Accrued Expenses ,AccruedExpenses,1656.00,,,2023,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,1106.00,,,2023,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,1901.00,,,2023,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,6760.00,,,2023,Annual
Total Current Liabilities ,TotalCurrentLiabilities,29037.00,,,2023,Annual
Long Term Debt ,LongTermDebt,20144.00,,,2023,Annual
Capital Lease Obligations ,CapitalLeaseObligations,675.00,,,2023,Annual
Total Long Term Debt ,TotalLongTermDebt,20819.00,,,2023,Annual
Total Debt ,TotalDebt,23826.00,,,2023,Annual
Deferred Income Tax ,DeferredIncomeTax,2462.00,,,2023,Annual
Minority Interest ,MinorityInterest,5585.00,,,2023,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,830.00,,,2023,Annual
Total Liabilities ,TotalLiabilities,58733.00,,,2023,Annual
Common Stock Total ,CommonStockTotal,150.00,,,2023,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,3242.00,,,2023,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),22446.00,,,2023,Annual
Other Equity Total ,OtherEquityTotal,4006.00,,,2023,Annual
Total Equity ,TotalEquity,29844.00,,,2023,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,88577.00,,,2023,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,78.25,,,2023,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,-18.15,,,2023,Annual
period Length ,periodLength,0.00,,,2023,Annual
