displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,2223.00,,,2019,Annual
Cash Equivalents ,CashEquivalents,603.00,,,2019,Annual
Short Term Investments ,ShortTermInvestments,5.00,,,2019,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,2831.00,,,2019,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,11689.00,,,2019,Annual
Total Receivables Net ,TotalReceivablesNet,14647.00,,,2019,Annual
Total Inventory ,TotalInventory,9133.00,,,2019,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,111.00,,,2019,Annual
Total Current Assets ,TotalCurrentAssets,26722.00,,,2019,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,10222.00,,,2019,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-4366,,,2019,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,5856.00,,,2019,Annual
Goodwill Net ,GoodwillNet,16627.00,,,2019,Annual
Intangibles Net ,IntangiblesNet,11521.00,,,2019,Annual
Long Term Investments ,LongTermInvestments,706.00,,,2019,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,803.00,,,2019,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,931.00,,,2019,Annual
Total Assets ,TotalAssets,63166.00,,,2019,Annual
Accounts Payable ,AccountsPayable,9847.00,,,2019,Annual
Accrued Expenses ,AccruedExpenses,949.00,,,2019,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,2478.00,,,2019,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,279.00,,,2019,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,2708.00,,,2019,Annual
Total Current Liabilities ,TotalCurrentLiabilities,16261.00,,,2019,Annual
Long Term Debt ,LongTermDebt,26353.00,,,2019,Annual
Capital Lease Obligations ,CapitalLeaseObligations,30.00,,,2019,Annual
Total Long Term Debt ,TotalLongTermDebt,26383.00,,,2019,Annual
Total Debt ,TotalDebt,29140.00,,,2019,Annual
Deferred Income Tax ,DeferredIncomeTax,2197.00,,,2019,Annual
Minority Interest ,MinorityInterest,3454.00,,,2019,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,156.00,,,2019,Annual
Total Liabilities ,TotalLiabilities,48451.00,,,2019,Annual
Common Stock Total ,CommonStockTotal,102.00,,,2019,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,4607.00,,,2019,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),10865.00,,,2019,Annual
Other Equity Total ,OtherEquityTotal,-859,,,2019,Annual
Total Equity ,TotalEquity,14715.00,,,2019,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,63166.00,,,2019,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,79.65,,,2019,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,-168.66,,,2019,Annual
period Length ,periodLength,0.00,,,2019,Annual
