displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,3965.00,,,2022,Annual
Cash Equivalents ,CashEquivalents,1832.00,,,2022,Annual
Short Term Investments ,ShortTermInvestments,1118.00,,,2022,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,6915.00,,,2022,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,15857.00,,,2022,Annual
Total Receivables Net ,TotalReceivablesNet,19623.00,,,2022,Annual
Total Inventory ,TotalInventory,13078.00,,,2022,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,112.00,,,2022,Annual
Total Current Assets ,TotalCurrentAssets,39728.00,,,2022,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,14181.00,,,2022,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-6104,,,2022,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,9262.00,,,2022,Annual
Goodwill Net ,GoodwillNet,18364.00,,,2022,Annual
Intangibles Net ,IntangiblesNet,11068.00,,,2022,Annual
Long Term Investments ,LongTermInvestments,1082.00,,,2022,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,784.00,,,2022,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,2391.00,,,2022,Annual
Total Assets ,TotalAssets,82679.00,,,2022,Annual
Accounts Payable ,AccountsPayable,16552.00,,,2022,Annual
Accrued Expenses ,AccruedExpenses,1732.00,,,2022,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,4019.00,,,2022,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,361.00,,,2022,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,5532.00,,,2022,Annual
Total Current Liabilities ,TotalCurrentLiabilities,28196.00,,,2022,Annual
Long Term Debt ,LongTermDebt,21605.00,,,2022,Annual
Capital Lease Obligations ,CapitalLeaseObligations,626.00,,,2022,Annual
Total Long Term Debt ,TotalLongTermDebt,22231.00,,,2022,Annual
Total Debt ,TotalDebt,26611.00,,,2022,Annual
Deferred Income Tax ,DeferredIncomeTax,2475.00,,,2022,Annual
Minority Interest ,MinorityInterest,4647.00,,,2022,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,469.00,,,2022,Annual
Total Liabilities ,TotalLiabilities,58018.00,,,2022,Annual
Common Stock Total ,CommonStockTotal,153.00,,,2022,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,4594.00,,,2022,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),17591.00,,,2022,Annual
Other Equity Total ,OtherEquityTotal,2323.00,,,2022,Annual
Total Equity ,TotalEquity,24661.00,,,2022,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,82679.00,,,2022,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,79.65,,,2022,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,-59.90,,,2022,Annual
period Length ,periodLength,0.00,,,2022,Annual
