displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,9887.00,,,2024,Interim
Total Revenue ,TotalRevenue,9887.00,,,2024,Interim
Costof Revenue Total ,CostofRevenueTotal,6323.00,,,2024,Interim
Gross Profit ,GrossProfit,3564.00,,,2024,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,1169.00,,,2024,Interim
Depreciation/ Amortization ,Depreciation/Amortization,676.00,,,2024,Interim
Unusual Expense( Income) ,UnusualExpense(Income),17.00,,,2024,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,1979.00,,,2024,Interim
Total Operating Expense ,TotalOperatingExpense,10164.00,,,2024,Interim
Operating Income ,OperatingIncome,-277,,,2024,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-1540,,,2024,Interim
Other Net ,OtherNet,151.00,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,-1666,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,-59,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,-1607,,,2024,Interim
Minority Interest ,MinorityInterest,390.00,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,-1217,,,2024,Interim
Net Income ,NetIncome,-1217,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,-1217,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,-1217,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,-1217,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,74.15,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,-16.41,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,-16.26,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
