displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,4181.00,,,2021,Annual
Depreciation/ Depletion ,Depreciation/Depletion,2173.00,,,2021,Annual
Non- Cash Items ,Non-CashItems,1797.00,,,2021,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-939,,,2021,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,7212.00,,,2021,Annual
Capital Expenditures ,CapitalExpenditures,-2122,,,2021,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,21.00,,,2021,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-2101,,,2021,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-1754,,,2021,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-458,,,2021,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-4501,,,2021,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-6713,,,2021,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,-325,,,2021,Annual
Net Changein Cash ,NetChangeinCash,-1927,,,2021,Annual
Cash Interest Paid ,CashInterestPaid,1655.00,,,2021,Annual
Cash Taxes Paid ,CashTaxesPaid,725.00,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
