displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,3819.00,,,2021,Annual
Cash Equivalents ,CashEquivalents,978.00,,,2021,Annual
Short Term Investments ,ShortTermInvestments,39.00,,,2021,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,4836.00,,,2021,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,12624.00,,,2021,Annual
Total Receivables Net ,TotalReceivablesNet,15427.00,,,2021,Annual
Total Inventory ,TotalInventory,9422.00,,,2021,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,385.00,,,2021,Annual
Total Current Assets ,TotalCurrentAssets,30070.00,,,2021,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,12925.00,,,2021,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-5778,,,2021,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,8046.00,,,2021,Annual
Goodwill Net ,GoodwillNet,17689.00,,,2021,Annual
Intangibles Net ,IntangiblesNet,11147.00,,,2021,Annual
Long Term Investments ,LongTermInvestments,581.00,,,2021,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,1228.00,,,2021,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,1670.00,,,2021,Annual
Total Assets ,TotalAssets,70431.00,,,2021,Annual
Accounts Payable ,AccountsPayable,12525.00,,,2021,Annual
Accrued Expenses ,AccruedExpenses,1085.00,,,2021,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,1414.00,,,2021,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,266.00,,,2021,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,4337.00,,,2021,Annual
Total Current Liabilities ,TotalCurrentLiabilities,19627.00,,,2021,Annual
Long Term Debt ,LongTermDebt,22141.00,,,2021,Annual
Capital Lease Obligations ,CapitalLeaseObligations,585.00,,,2021,Annual
Total Long Term Debt ,TotalLongTermDebt,22726.00,,,2021,Annual
Total Debt ,TotalDebt,24406.00,,,2021,Annual
Deferred Income Tax ,DeferredIncomeTax,2662.00,,,2021,Annual
Minority Interest ,MinorityInterest,3693.00,,,2021,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,836.00,,,2021,Annual
Total Liabilities ,TotalLiabilities,49544.00,,,2021,Annual
Common Stock Total ,CommonStockTotal,153.00,,,2021,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,4594.00,,,2021,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),14840.00,,,2021,Annual
Other Equity Total ,OtherEquityTotal,1300.00,,,2021,Annual
Total Equity ,TotalEquity,20887.00,,,2021,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,70431.00,,,2021,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,79.65,,,2021,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,-99.80,,,2021,Annual
period Length ,periodLength,0.00,,,2021,Annual
