displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,35756.00,,,2020,Annual
Total Revenue ,TotalRevenue,35756.00,,,2020,Annual
Costof Revenue Total ,CostofRevenueTotal,19009.00,,,2020,Annual
Gross Profit ,GrossProfit,16747.00,,,2020,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,9187.00,,,2020,Annual
Research Development ,ResearchDevelopment,7.00,,,2020,Annual
Depreciation/ Amortization ,Depreciation/Amortization,2012.00,,,2020,Annual
Unusual Expense( Income) ,UnusualExpense(Income),642.00,,,2020,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,427.00,,,2020,Annual
Total Operating Expense ,TotalOperatingExpense,31284.00,,,2020,Annual
Operating Income ,OperatingIncome,4472.00,,,2020,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-1480,,,2020,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,3.00,,,2020,Annual
Other Net ,OtherNet,-231,,,2020,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,2764.00,,,2020,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,586.00,,,2020,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,2178.00,,,2020,Annual
Minority Interest ,MinorityInterest,-402,,,2020,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,1776.00,,,2020,Annual
Net Income ,NetIncome,1776.00,,,2020,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,1776.00,,,2020,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,1776.00,,,2020,Annual
Diluted Net Income ,DilutedNetIncome,1776.00,,,2020,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,79.65,,,2020,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,22.30,,,2020,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,5.76,,,2020,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,28.62,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
