displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,5182.00,,,2024,Annual
Cash Equivalents ,CashEquivalents,761.00,,,2024,Annual
Short Term Investments ,ShortTermInvestments,304.00,,,2024,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,6247.00,,,2024,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,16699.00,,,2024,Annual
Total Receivables Net ,TotalReceivablesNet,20176.00,,,2024,Annual
Total Inventory ,TotalInventory,12776.00,,,2024,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,129.00,,,2024,Annual
Total Current Assets ,TotalCurrentAssets,39328.00,,,2024,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,17623.00,,,2024,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-7915,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,10814.00,,,2024,Annual
Goodwill Net ,GoodwillNet,20184.00,,,2024,Annual
Intangibles Net ,IntangiblesNet,11023.00,,,2024,Annual
Long Term Investments ,LongTermInvestments,1893.00,,,2024,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,530.00,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,3774.00,,,2024,Annual
Total Assets ,TotalAssets,87546.00,,,2024,Annual
Accounts Payable ,AccountsPayable,15684.00,,,2024,Annual
Accrued Expenses ,AccruedExpenses,1150.00,,,2024,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,4233.00,,,2024,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,358.00,,,2024,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,5436.00,,,2024,Annual
Total Current Liabilities ,TotalCurrentLiabilities,26861.00,,,2024,Annual
Long Term Debt ,LongTermDebt,24010.00,,,2024,Annual
Capital Lease Obligations ,CapitalLeaseObligations,958.00,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,24968.00,,,2024,Annual
Total Debt ,TotalDebt,29559.00,,,2024,Annual
Deferred Income Tax ,DeferredIncomeTax,2406.00,,,2024,Annual
Minority Interest ,MinorityInterest,4913.00,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,605.00,,,2024,Annual
Total Liabilities ,TotalLiabilities,59753.00,,,2024,Annual
Common Stock Total ,CommonStockTotal,150.00,,,2024,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,3242.00,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),20299.00,,,2024,Annual
Other Equity Total ,OtherEquityTotal,4102.00,,,2024,Annual
Total Equity ,TotalEquity,27793.00,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,87546.00,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,78.25,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,-43.63,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
