displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,2210.00,,,2019,Annual
Depreciation/ Depletion ,Depreciation/Depletion,880.00,,,2019,Annual
Non- Cash Items ,Non-CashItems,183.00,,,2019,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-918,,,2019,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,2355.00,,,2019,Annual
Capital Expenditures ,CapitalExpenditures,-1575,,,2019,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-29345,,,2019,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-30920,,,2019,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-1023,,,2019,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-407,,,2019,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,8358.00,,,2019,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,21966.00,,,2019,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,28894.00,,,2019,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,-362,,,2019,Annual
Net Changein Cash ,NetChangeinCash,-33,,,2019,Annual
Cash Interest Paid ,CashInterestPaid,1007.00,,,2019,Annual
Cash Taxes Paid ,CashTaxesPaid,354.00,,,2019,Annual
period Length ,periodLength,12,,,2019,Annual
period Type ,periodType,Months,,,2019,Annual
