displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,128106.39,,,2025,Interim
Total Revenue ,TotalRevenue,128106.39,,,2025,Interim
Costof Revenue Total ,CostofRevenueTotal,115621.46,,,2025,Interim
Gross Profit ,GrossProfit,12484.93,,,2025,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,785.51,,,2025,Interim
Depreciation/ Amortization ,Depreciation/Amortization,1686.13,,,2025,Interim
Unusual Expense( Income) ,UnusualExpense(Income),142.47,,,2025,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,6069.48,,,2025,Interim
Total Operating Expense ,TotalOperatingExpense,124305.05,,,2025,Interim
Operating Income ,OperatingIncome,3801.34,,,2025,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-512.93,,,2025,Interim
Other Net ,OtherNet,570.49,,,2025,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,3858.90,,,2025,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,1017.35,,,2025,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,2841.55,,,2025,Interim
Minority Interest ,MinorityInterest,0.00,,,2025,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,2841.55,,,2025,Interim
Net Income ,NetIncome,2841.55,,,2025,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,2841.55,,,2025,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,2841.55,,,2025,Interim
Diluted Net Income ,DilutedNetIncome,2841.55,,,2025,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,427.30,,,2025,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,6.65,,,2025,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2025,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,6.90,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
