displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,2821.13,,,2023,Annual
Depreciation/ Depletion ,Depreciation/Depletion,6368.82,,,2023,Annual
Non- Cash Items ,Non-CashItems,4253.17,,,2023,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-977.52,,,2023,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,12465.60,,,2023,Annual
Capital Expenditures ,CapitalExpenditures,-8548.62,,,2023,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,742.21,,,2023,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-7806.41,,,2023,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-3231.92,,,2023,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-1281.57,,,2023,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,111.48,,,2023,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-4402.01,,,2023,Annual
Net Changein Cash ,NetChangeinCash,257.18,,,2023,Annual
Cash Interest Paid ,CashInterestPaid,3231.92,,,2023,Annual
Cash Taxes Paid ,CashTaxesPaid,709.55,,,2023,Annual
period Length ,periodLength,12,,,2023,Annual
period Type ,periodType,Months,,,2023,Annual
