displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,304266.28,,,2021,Annual
Total Revenue ,TotalRevenue,304266.28,,,2021,Annual
Costof Revenue Total ,CostofRevenueTotal,271233.71,,,2021,Annual
Gross Profit ,GrossProfit,33032.57,,,2021,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,8840.15,,,2021,Annual
Depreciation/ Amortization ,Depreciation/Amortization,4334.21,,,2021,Annual
Unusual Expense( Income) ,UnusualExpense(Income),-5233.35,,,2021,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,2810.12,,,2021,Annual
Total Operating Expense ,TotalOperatingExpense,281984.84,,,2021,Annual
Operating Income ,OperatingIncome,22281.44,,,2021,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-587.13,,,2021,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,-22.03,,,2021,Annual
Other Net ,OtherNet,759.74,,,2021,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,22432.02,,,2021,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,5112.19,,,2021,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,17319.83,,,2021,Annual
Minority Interest ,MinorityInterest,-1154.85,,,2021,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,16164.98,,,2021,Annual
Net Income ,NetIncome,16164.98,,,2021,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,16164.98,,,2021,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,16164.98,,,2021,Annual
Diluted Net Income ,DilutedNetIncome,16164.98,,,2021,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,396.20,,,2021,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,40.80,,,2021,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,22.00,,,2021,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,30.64,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
