displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,763.19,,,2022,Annual
Cash Equivalents ,CashEquivalents,1395.85,,,2022,Annual
Short Term Investments ,ShortTermInvestments,4442.27,,,2022,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,6601.31,,,2022,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,9683.12,,,2022,Annual
Total Receivables Net ,TotalReceivablesNet,12852.85,,,2022,Annual
Total Inventory ,TotalInventory,42424.94,,,2022,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,115.55,,,2022,Annual
Total Current Assets ,TotalCurrentAssets,61994.65,,,2022,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,103126.78,,,2022,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-21529.47,,,2022,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,86577.20,,,2022,Annual
Goodwill Net ,GoodwillNet,1203.98,,,2022,Annual
Intangibles Net ,IntangiblesNet,11553.20,,,2022,Annual
Long Term Investments ,LongTermInvestments,19173.66,,,2022,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,6723.67,,,2022,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,302.27,,,2022,Annual
Total Assets ,TotalAssets,187528.63,,,2022,Annual
Accounts Payable ,AccountsPayable,30347.72,,,2022,Annual
Accrued Expenses ,AccruedExpenses,3039.13,,,2022,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,7497.00,,,2022,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,12637.54,,,2022,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,29605.52,,,2022,Annual
Total Current Liabilities ,TotalCurrentLiabilities,83126.91,,,2022,Annual
Long Term Debt ,LongTermDebt,36358.93,,,2022,Annual
Capital Lease Obligations ,CapitalLeaseObligations,8040.73,,,2022,Annual
Total Long Term Debt ,TotalLongTermDebt,44399.66,,,2022,Annual
Total Debt ,TotalDebt,64534.20,,,2022,Annual
Deferred Income Tax ,DeferredIncomeTax,6375.72,,,2022,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,1720.72,,,2022,Annual
Total Liabilities ,TotalLiabilities,135623.01,,,2022,Annual
Common Stock Total ,CommonStockTotal,2129.45,,,2022,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,6356.22,,,2022,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),43046.22,,,2022,Annual
Other Equity Total ,OtherEquityTotal,373.73,,,2022,Annual
Total Equity ,TotalEquity,51905.62,,,2022,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,187528.63,,,2022,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,425.89,,,2022,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,91.92,,,2022,Annual
period Length ,periodLength,0.00,,,2022,Annual
