displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,3651.57,,,2020,Annual
Depreciation/ Depletion ,Depreciation/Depletion,4080.09,,,2020,Annual
Non- Cash Items ,Non-CashItems,3066.19,,,2020,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-2916.84,,,2020,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,7881.01,,,2020,Annual
Capital Expenditures ,CapitalExpenditures,-12196.96,,,2020,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,1061.85,,,2020,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-11135.11,,,2020,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-2893.84,,,2020,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-5326.62,,,2020,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,0.00,,,2020,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,11803.67,,,2020,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,3583.21,,,2020,Annual
Net Changein Cash ,NetChangeinCash,329.11,,,2020,Annual
Cash Interest Paid ,CashInterestPaid,1702.68,,,2020,Annual
Cash Taxes Paid ,CashTaxesPaid,1827.32,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
