displayName,key,value
"EPS Change %, TTM over TTM",ePSChangePercentTTMOverTTM,-50.48
"Revenue growth rate, 5 year",revenueGrowthRate5Year,8.70
"EPS growth rate, 5 year",ePSGrowthRate5Year,32.07
Revenue Change % - most recent quarter 1 year ago,revenueChangePercentMostRecentQuarter1YearAgo,-3.91
"Growth rate% - dividend, 3 year",growthRatePercentDividend3Year,
"Growth rate% - EPS, 3 year",growthRatePercentEPS3year,4.37
Revenue/share (5 yr growth),revenuePerShare(5yrGrowth),6.92
"Free Operating Cash Flow, 5 Year CAGR",freeOperatingCashFlow5YearCAGR,
"Tangible Book Value, Total Equity, 5 Year CAGR",tangibleBookValueTotalEquity5YearCAGR,18.49
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year Interim CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearInterimCAGR,20.38
"Capital Spending growth rate, 5 year",capitalSpendingGrowthRate5Year,4.42
"Revenue Change %, TTM over TTM",revenueChangePercentTTMPOverTTM,-1.28
"Growth rate% -  Revenue, 3 year",growthRatePercentRevenue3Year,4.98
"Book value per share growth rate, 5 year",bookValuePerShareGrowthRate5Year,17.37
EPS Change % - most recent quarter 1 year ago,ePSChangePercentMostRecentQuarter1YearAgo),-8.44
"Net Profit Margin growth rate, 5 year",netProfitMarginGrowthRate5Year,19.11
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearCAGR,18.17
"Total Debt, 5 Year CAGR",totalDebt5YearCAGR,-1.37
