displayName,key,value
"EPS Change %, TTM over TTM",ePSChangePercentTTMOverTTM,9.18
"Revenue growth rate, 5 year",revenueGrowthRate5Year,19.75
"EPS growth rate, 5 year",ePSGrowthRate5Year,-23.63
Revenue Change % - most recent quarter 1 year ago,revenueChangePercentMostRecentQuarter1YearAgo,19.97
"Growth rate% - dividend, 3 year",growthRatePercentDividend3Year,35.72
"Growth rate% - EPS, 3 year",growthRatePercentEPS3year,24.32
Revenue/share (5 yr growth),revenuePerShare(5yrGrowth),-24.65
"Free Operating Cash Flow, 5 Year CAGR",freeOperatingCashFlow5YearCAGR,
"Tangible Book Value, Total Equity, 5 Year CAGR",tangibleBookValueTotalEquity5YearCAGR,18.30
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year Interim CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearInterimCAGR,20.80
"Capital Spending growth rate, 5 year",capitalSpendingGrowthRate5Year,16.21
"Revenue Change %, TTM over TTM",revenueChangePercentTTMPOverTTM,22.95
"Growth rate% -  Revenue, 3 year",growthRatePercentRevenue3Year,24.86
"Book value per share growth rate, 5 year",bookValuePerShareGrowthRate5Year,18.20
EPS Change % - most recent quarter 1 year ago,ePSChangePercentMostRecentQuarter1YearAgo),14.88
"Net Profit Margin growth rate, 5 year",netProfitMarginGrowthRate5Year,3.54
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearCAGR,20.80
"Total Debt, 5 Year CAGR",totalDebt5YearCAGR,22.84
