displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,0.70
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,116.53
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,116.10
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,439.46
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,36.47
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,55.20
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,55.00
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,355.63
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,832.61
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,55.20
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,55.60
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,55.60
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,453.89
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,453.89
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,1.00
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,829.54
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,91.42
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,439.46
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,1.00
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,55.00
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,36.47
