displayName,key,value
Market Cap,marketCap,317868.96
52 week Low Date,52WeekLowDate,2024-06-06T00:00:00
Price - 1 Day % Change,price1DayPercentChange,-0.62
Relative (S&P500) price percent change - 13 week,relativePricePercentChange13Week,-3.85
Avg trading volume last 10 days,avgTradingVolumeLast10Days,1.23
Price - 13 week price percent change,price13WeekPricePercentChange,5.34
Price - 52 week price percent change,price52WeekPricePercentChange,28.09
Avg Trading Volume Last 3 months,avgTradingVolumeLast3months,40.63
Price - 5 Day % Change,price5DayPercentChange,-3.33
Price % Change Month To Date,pricePercentChangeMonthToDate,-3.64
Relative (S&P500) price percent change - 04 week,relativePricePercentChange-04week,-4.41
52 week High Date,52WeekHighDate,2025-04-24T00:00:00
Price - 26 week price percent change,price26WeekPricePercentChange,18.24
PDATE,PDATE,2025-06-05T00:00:00
Price - YTD price percent change,priceYTDPricePercentChange,23.97
Relative (S&P500) price percent change - 52 week,relativePricePercentChange52Week,16.99
NPRICE,NPRICE,1944.00
Relative (S&P500) price percent change - 26 week,relativePricePercentChange26Week,18.71
52 week Low,52WeekLow,1510.80
52 week High,52WeekHigh,2135.00
Beta,beta,1.75
Relative (S&P500) price percent change - Year to Date,relativePricePercentChangeYearToDate,18.94
