displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,9862.34,,,2021,Annual
Depreciation/ Depletion ,Depreciation/Depletion,498.46,,,2021,Annual
Non- Cash Items ,Non-CashItems,-4657.82,,,2021,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-1155.58,,,2021,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,4547.40,,,2021,Annual
Capital Expenditures ,CapitalExpenditures,-470.85,,,2021,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-3212.95,,,2021,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-3683.80,,,2021,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,4246.41,,,2021,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-82.50,,,2021,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,103.22,,,2021,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-2580.18,,,2021,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,1686.95,,,2021,Annual
Net Changein Cash ,NetChangeinCash,2550.55,,,2021,Annual
Cash Taxes Paid ,CashTaxesPaid,2120.51,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
