displayName,key,value
"P/E excluding extraordinary items, most recent fiscal year",pPerEExcludingExtraordinaryItemsMostRecentFiscalYear,35.35
"Current Dividend Yield - Common Stock Primary Issue, LTM",currentDividendYieldCommonStockPrimaryIssueLTM,0.05
Price to Book - most recent fiscal year,priceToBookMostRecentFiscalYear,4.28
Price to Free Cash Flow per Share - trailing 12 months,priceToFreeCashFlowPerShareTrailing12Months,
P/E Basic excluding extraordinary items - TTM,pPerEBasicExcludingExtraordinaryItemsTTM,36.10
P/E including extraordinary items - TTM,pPerEIncludingExtraordinaryItemsTTM,35.22
"P/E excluding extraordinary items low, trailing 12 months",pPerEExcludingExtraordinaryItemsLowTrailing12Months,5.71
Price to Tangible Book - most fiscal year,priceToTangibleBookMostFiscalYear,4.43
Dividend Yield - 5 Year Average,dividendYield5YearAverage,0.05
Price to sales - most recent fiscal year,priceToSalesMostRecentFiscalYear,2.32
"Net Debt, LFI",netDebtLFI,3500377.00
Price to Tangible Book - most recent quarter,priceToTangibleBookMostRecentQuarter,4.43
Price to Book - most recent quarter,priceToBookMostRecentQuarter,4.28
Dividend Yield - indicated annual dividend divided by closing price,dividendYieldIndicatedAnnualDividendDividedByClosingprice,0.05
Price to Cash Flow per share - trailing 12 month,priceToCashFlowPerShareTrailing12Month,16.57
Peg Ratio,pegRatio,1.45
is ForCasted,isForCasted,true
Price to Free Cash Flow per Share - most recent fiscal year,priceToFreeCashFlowPerShareMostRecentFiscalYear,
"P/E Normalized, most recent fiscal year",pPerENormalizedMostRecentFiscalYear,21.26
"P/E excluding extraordinary items high, trailing 12 months",pPerExcludingExtraordinaryItemsHighTrailing12Months,67.11
"P/E excluding extraordinary items, most recent fiscal year quarter",pPerEExcludingExtraordinaryItemsMostRecentFiscalYearQuarter,35.22
Price to sales - trailing 12 month,priceToSalesTrailing12Month,2.32
"Net Debt, LFY",netDebtLFY,3500377.00
