displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Equivalents ,CashEquivalents,794.05,,,2019,Annual
Short Term Investments ,ShortTermInvestments,79.29,,,2019,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,873.34,,,2019,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,608.86,,,2019,Annual
Total Receivables Net ,TotalReceivablesNet,636.09,,,2019,Annual
Total Inventory ,TotalInventory,66.20,,,2019,Annual
Prepaid Expenses ,PrepaidExpenses,26.44,,,2019,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,64.52,,,2019,Annual
Total Current Assets ,TotalCurrentAssets,1666.58,,,2019,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,5867.06,,,2019,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-752.06,,,2019,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,5115.00,,,2019,Annual
Goodwill Net ,GoodwillNet,3720.76,,,2019,Annual
Intangibles Net ,IntangiblesNet,90.74,,,2019,Annual
Long Term Investments ,LongTermInvestments,190.31,,,2019,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,653.09,,,2019,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,514.79,,,2019,Annual
Total Assets ,TotalAssets,11951.27,,,2019,Annual
Accounts Payable ,AccountsPayable,753.52,,,2019,Annual
Accrued Expenses ,AccruedExpenses,5.01,,,2019,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,1230.74,,,2019,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,104.90,,,2019,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,1496.81,,,2019,Annual
Total Current Liabilities ,TotalCurrentLiabilities,3590.98,,,2019,Annual
Long Term Debt ,LongTermDebt,637.08,,,2019,Annual
Capital Lease Obligations ,CapitalLeaseObligations,37.54,,,2019,Annual
Total Long Term Debt ,TotalLongTermDebt,674.63,,,2019,Annual
Total Debt ,TotalDebt,2010.27,,,2019,Annual
Deferred Income Tax ,DeferredIncomeTax,480.81,,,2019,Annual
Minority Interest ,MinorityInterest,511.69,,,2019,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,92.36,,,2019,Annual
Total Liabilities ,TotalLiabilities,5350.47,,,2019,Annual
Common Stock Total ,CommonStockTotal,754.95,,,2019,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,7215.17,,,2019,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),-1253.55,,,2019,Annual
Other Equity Total ,OtherEquityTotal,-115.77,,,2019,Annual
Total Equity ,TotalEquity,6600.80,,,2019,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,11951.27,,,2019,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,75.50,,,2019,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,36.95,,,2019,Annual
period Length ,periodLength,0.00,,,2019,Annual
