tickerId,companyName,remarks,boardMeetDate,purpose
S0003296,Fortis Healthcare,,2025-05-20,Audited Results & Final Dividend
S0003296,Fortis Healthcare,,2025-02-07,Quarterly Results
S0003296,Fortis Healthcare,,2024-11-08,Quarterly Results
S0003296,Fortis Healthcare,"Inter alia, to consider and approve the issue of Non-Convertible Debentures (NCD).",2024-10-09,Others
S0003296,Fortis Healthcare,,2024-08-30,To consider Fund Raising
S0003296,Fortis Healthcare,,2024-08-06,Quarterly Results
S0003296,Fortis Healthcare,,2024-05-23,Audited Results & Final Dividend
S0003296,Fortis Healthcare,,2024-02-07,Quarterly Results
S0003296,Fortis Healthcare,,2023-11-10,Quarterly Results
S0003296,Fortis Healthcare,,2023-08-04,Quarterly Results
S0003296,Fortis Healthcare,,2023-05-23,Audited Results & Final Dividend
S0003296,Fortis Healthcare,,2023-02-10,Quarterly Results
S0003296,Fortis Healthcare,,2022-11-11,Quarterly Results
S0003296,Fortis Healthcare,,2022-08-05,Quarterly Results
S0003296,Fortis Healthcare,,2022-05-25,Audited Results
S0003296,Fortis Healthcare,,2022-02-11,Quarterly Results
S0003296,Fortis Healthcare,,2021-11-12,Quarterly Results
S0003296,Fortis Healthcare,,2021-08-13,Quarterly Results
S0003296,Fortis Healthcare,,2021-05-29,Audited Results
S0003296,Fortis Healthcare,,2021-02-05,Quarterly Results
