displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,1858.90,,,2025,Interim
Total Revenue ,TotalRevenue,1858.90,,,2025,Interim
Costof Revenue Total ,CostofRevenueTotal,452.86,,,2025,Interim
Gross Profit ,GrossProfit,1406.04,,,2025,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,688.87,,,2025,Interim
Depreciation/ Amortization ,Depreciation/Amortization,91.00,,,2025,Interim
Unusual Expense( Income) ,UnusualExpense(Income),-0.20,,,2025,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,374.65,,,2025,Interim
Total Operating Expense ,TotalOperatingExpense,1607.18,,,2025,Interim
Operating Income ,OperatingIncome,251.72,,,2025,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-34.68,,,2025,Interim
Other Net ,OtherNet,13.01,,,2025,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,230.05,,,2025,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,56.07,,,2025,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,173.98,,,2025,Interim
Minority Interest ,MinorityInterest,-8.02,,,2025,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,165.96,,,2025,Interim
Net Income ,NetIncome,165.96,,,2025,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,165.96,,,2025,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,165.96,,,2025,Interim
Diluted Net Income ,DilutedNetIncome,165.96,,,2025,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,75.44,,,2025,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,2.20,,,2025,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2025,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,2.20,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
