displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,1171.74,,,2022,Annual
Cash Equivalents ,CashEquivalents,4.85,,,2022,Annual
Short Term Investments ,ShortTermInvestments,8501.77,,,2022,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,9678.36,,,2022,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,18700.45,,,2022,Annual
Total Receivables Net ,TotalReceivablesNet,23511.00,,,2022,Annual
Total Inventory ,TotalInventory,111736.51,,,2022,Annual
Prepaid Expenses ,PrepaidExpenses,113.66,,,2022,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,1821.16,,,2022,Annual
Total Current Assets ,TotalCurrentAssets,146860.69,,,2022,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,259394.68,,,2022,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-58149.88,,,2022,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,201244.80,,,2022,Annual
Goodwill Net ,GoodwillNet,1.04,,,2022,Annual
Intangibles Net ,IntangiblesNet,6737.78,,,2022,Annual
Long Term Investments ,LongTermInvestments,44338.76,,,2022,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,7900.99,,,2022,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,3540.79,,,2022,Annual
Total Assets ,TotalAssets,410624.85,,,2022,Annual
Accounts Payable ,AccountsPayable,49045.91,,,2022,Annual
Accrued Expenses ,AccruedExpenses,3203.03,,,2022,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,53652.43,,,2022,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,16059.00,,,2022,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,70194.33,,,2022,Annual
Total Current Liabilities ,TotalCurrentLiabilities,192154.70,,,2022,Annual
Long Term Debt ,LongTermDebt,55944.54,,,2022,Annual
Capital Lease Obligations ,CapitalLeaseObligations,6363.62,,,2022,Annual
Total Long Term Debt ,TotalLongTermDebt,62308.16,,,2022,Annual
Total Debt ,TotalDebt,132019.59,,,2022,Annual
Deferred Income Tax ,DeferredIncomeTax,15354.37,,,2022,Annual
Minority Interest ,MinorityInterest,1591.47,,,2022,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,5680.97,,,2022,Annual
Total Liabilities ,TotalLiabilities,277089.67,,,2022,Annual
Common Stock Total ,CommonStockTotal,9414.16,,,2022,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,76.74,,,2022,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),107103.24,,,2022,Annual
Treasury Stock- Common ,TreasuryStock-Common,-233.12,,,2022,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),16902.65,,,2022,Annual
Other Equity Total ,OtherEquityTotal,271.51,,,2022,Annual
Total Equity ,TotalEquity,133535.18,,,2022,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,410624.85,,,2022,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,1377.15,,,2022,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,92.07,,,2022,Annual
period Length ,periodLength,0.00,,,2022,Annual
