displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,34288.62,,,2022,Annual
Depreciation/ Depletion ,Depreciation/Depletion,12347.58,,,2022,Annual
Non- Cash Items ,Non-CashItems,1301.34,,,2022,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-22190.87,,,2022,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,25746.67,,,2022,Annual
Capital Expenditures ,CapitalExpenditures,-23456.43,,,2022,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,2162.86,,,2022,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-21293.57,,,2022,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-4660.13,,,2022,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-10896.04,,,2022,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,11498.47,,,2022,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-4057.70,,,2022,Annual
Net Changein Cash ,NetChangeinCash,395.40,,,2022,Annual
Cash Interest Paid ,CashInterestPaid,4660.13,,,2022,Annual
Cash Taxes Paid ,CashTaxesPaid,7541.05,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
