displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,57287.79,,,2024,Annual
Depreciation/ Depletion ,Depreciation/Depletion,15866.11,,,2024,Annual
Non- Cash Items ,Non-CashItems,3641.26,,,2024,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-5696.53,,,2024,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,71098.63,,,2024,Annual
Capital Expenditures ,CapitalExpenditures,-37175.35,,,2024,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,5711.60,,,2024,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-31463.75,,,2024,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-7768.86,,,2024,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-10972.58,,,2024,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-20643.20,,,2024,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-39384.64,,,2024,Annual
Net Changein Cash ,NetChangeinCash,250.24,,,2024,Annual
Cash Interest Paid ,CashInterestPaid,7768.86,,,2024,Annual
Cash Taxes Paid ,CashTaxesPaid,11904.98,,,2024,Annual
period Length ,periodLength,12,,,2024,Annual
period Type ,periodType,Months,,,2024,Annual
