displayName,key,value
"EPS Change %, TTM over TTM",ePSChangePercentTTMOverTTM,-67.40
"Revenue growth rate, 5 year",revenueGrowthRate5Year,8.33
"EPS growth rate, 5 year",ePSGrowthRate5Year,
Revenue Change % - most recent quarter 1 year ago,revenueChangePercentMostRecentQuarter1YearAgo,-1.02
"Growth rate% - dividend, 3 year",growthRatePercentDividend3Year,-29.05
"Growth rate% - EPS, 3 year",growthRatePercentEPS3year,-18.49
Revenue/share (5 yr growth),revenuePerShare(5yrGrowth),8.32
"Free Operating Cash Flow, 5 Year CAGR",freeOperatingCashFlow5YearCAGR,
"Tangible Book Value, Total Equity, 5 Year CAGR",tangibleBookValueTotalEquity5YearCAGR,14.85
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year Interim CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearInterimCAGR,15.26
"Capital Spending growth rate, 5 year",capitalSpendingGrowthRate5Year,1.61
"Revenue Change %, TTM over TTM",revenueChangePercentTTMPOverTTM,-2.48
"Growth rate% -  Revenue, 3 year",growthRatePercentRevenue3Year,5.27
"Book value per share growth rate, 5 year",bookValuePerShareGrowthRate5Year,14.35
EPS Change % - most recent quarter 1 year ago,ePSChangePercentMostRecentQuarter1YearAgo),57.76
"Net Profit Margin growth rate, 5 year",netProfitMarginGrowthRate5Year,
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearCAGR,11.85
"Total Debt, 5 Year CAGR",totalDebt5YearCAGR,3.25
