displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,575989.70,,,2020,Annual
Total Revenue ,TotalRevenue,575989.70,,,2020,Annual
Costof Revenue Total ,CostofRevenueTotal,531037.02,,,2020,Annual
Gross Profit ,GrossProfit,44952.68,,,2020,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,22329.54,,,2020,Annual
Research Development ,ResearchDevelopment,1515.40,,,2020,Annual
Depreciation/ Amortization ,Depreciation/Amortization,9884.46,,,2020,Annual
Unusual Expense( Income) ,UnusualExpense(Income),10696.43,,,2020,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,816.29,,,2020,Annual
Total Operating Expense ,TotalOperatingExpense,576279.14,,,2020,Annual
Operating Income ,OperatingIncome,-289.44,,,2020,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-6347.55,,,2020,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,-106.25,,,2020,Annual
Other Net ,OtherNet,-433.77,,,2020,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,-7177.01,,,2020,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,-5300.69,,,2020,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,-1876.32,,,2020,Annual
Minority Interest ,MinorityInterest,983.18,,,2020,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,-893.14,,,2020,Annual
Net Income ,NetIncome,-893.14,,,2020,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,-893.14,,,2020,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,-893.14,,,2020,Annual
Diluted Net Income ,DilutedNetIncome,-893.14,,,2020,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,1377.15,,,2020,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,-0.65,,,2020,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,2.83,,,2020,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,4.45,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
