displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,30750.73,,,2021,Annual
Depreciation/ Depletion ,Depreciation/Depletion,10941.45,,,2021,Annual
Non- Cash Items ,Non-CashItems,3122.13,,,2021,Annual
Changesin Working Capital ,ChangesinWorkingCapital,5047.42,,,2021,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,49861.73,,,2021,Annual
Capital Expenditures ,CapitalExpenditures,-23833.18,,,2021,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-411.71,,,2021,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-24244.89,,,2021,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-4506.30,,,2021,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-8383.19,,,2021,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-13380.72,,,2021,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-26270.21,,,2021,Annual
Net Changein Cash ,NetChangeinCash,-653.37,,,2021,Annual
Cash Interest Paid ,CashInterestPaid,4506.30,,,2021,Annual
Cash Taxes Paid ,CashTaxesPaid,4067.99,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
