displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,17063.45,,,2025,Annual
Depreciation/ Depletion ,Depreciation/Depletion,16777.34,,,2025,Annual
Non- Cash Items ,Non-CashItems,4685.84,,,2025,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-3827.35,,,2025,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,34699.28,,,2025,Annual
Capital Expenditures ,CapitalExpenditures,-34849.94,,,2025,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,3001.75,,,2025,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-31848.19,,,2025,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-8723.21,,,2025,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-9545.10,,,2025,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,14843.80,,,2025,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-3424.51,,,2025,Annual
Net Changein Cash ,NetChangeinCash,-573.42,,,2025,Annual
Cash Interest Paid ,CashInterestPaid,8723.21,,,2025,Annual
Cash Taxes Paid ,CashTaxesPaid,3094.05,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
