displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,1026.72,,,2020,Annual
Cash Equivalents ,CashEquivalents,407.89,,,2020,Annual
Short Term Investments ,ShortTermInvestments,9103.49,,,2020,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,10538.10,,,2020,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,13259.48,,,2020,Annual
Total Receivables Net ,TotalReceivablesNet,31869.72,,,2020,Annual
Total Inventory ,TotalInventory,67010.76,,,2020,Annual
Prepaid Expenses ,PrepaidExpenses,17.18,,,2020,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,1299.52,,,2020,Annual
Total Current Assets ,TotalCurrentAssets,110735.28,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,210897.91,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-37192.75,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,173705.16,,,2020,Annual
Goodwill Net ,GoodwillNet,1.04,,,2020,Annual
Intangibles Net ,IntangiblesNet,6160.77,,,2020,Annual
Long Term Investments ,LongTermInvestments,27279.69,,,2020,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,9437.58,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,2417.31,,,2020,Annual
Total Assets ,TotalAssets,329736.83,,,2020,Annual
Accounts Payable ,AccountsPayable,27576.26,,,2020,Annual
Accrued Expenses ,AccruedExpenses,1118.45,,,2020,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,69897.44,,,2020,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,3822.28,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,59103.41,,,2020,Annual
Total Current Liabilities ,TotalCurrentLiabilities,161517.84,,,2020,Annual
Long Term Debt ,LongTermDebt,49728.83,,,2020,Annual
Capital Lease Obligations ,CapitalLeaseObligations,6341.78,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,56070.61,,,2020,Annual
Total Debt ,TotalDebt,129790.33,,,2020,Annual
Deferred Income Tax ,DeferredIncomeTax,11439.29,,,2020,Annual
Minority Interest ,MinorityInterest,876.27,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,4434.91,,,2020,Annual
Total Liabilities ,TotalLiabilities,234338.92,,,2020,Annual
Common Stock Total ,CommonStockTotal,9414.16,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,76.74,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),80200.32,,,2020,Annual
Treasury Stock- Common ,TreasuryStock-Common,-233.12,,,2020,Annual
Other Equity Total ,OtherEquityTotal,5939.81,,,2020,Annual
Total Equity ,TotalEquity,95397.91,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,329736.83,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,1377.15,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,64.80,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
