displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,223649.85,,,2024,Interim
Total Revenue ,TotalRevenue,223649.85,,,2024,Interim
Costof Revenue Total ,CostofRevenueTotal,195595.34,,,2024,Interim
Gross Profit ,GrossProfit,28054.51,,,2024,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,2973.57,,,2024,Interim
Depreciation/ Amortization ,Depreciation/Amortization,4093.75,,,2024,Interim
Unusual Expense( Income) ,UnusualExpense(Income),66.61,,,2024,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,13043.89,,,2024,Interim
Total Operating Expense ,TotalOperatingExpense,215773.16,,,2024,Interim
Operating Income ,OperatingIncome,7876.69,,,2024,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-1910.57,,,2024,Interim
Other Net ,OtherNet,1453.52,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,7419.64,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,1931.72,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,5487.92,,,2024,Interim
Minority Interest ,MinorityInterest,-339.05,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,5148.87,,,2024,Interim
Net Income ,NetIncome,5148.87,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,5148.87,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,5148.87,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,5148.87,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,1376.75,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,3.74,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,7.00,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,3.78,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
