displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,33567.54,,,2022,Annual
Depreciation/ Depletion ,Depreciation/Depletion,1479.46,,,2022,Annual
Non- Cash Items ,Non-CashItems,4151.24,,,2022,Annual
Changesin Working Capital ,ChangesinWorkingCapital,18354.50,,,2022,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,57552.74,,,2022,Annual
Capital Expenditures ,CapitalExpenditures,-1859.97,,,2022,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-37461.47,,,2022,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-39321.44,,,2022,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-1385.23,,,2022,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,797.98,,,2022,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,18038.26,,,2022,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,17451.00,,,2022,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,-126.84,,,2022,Annual
Net Changein Cash ,NetChangeinCash,35555.45,,,2022,Annual
Cash Taxes Paid ,CashTaxesPaid,4981.77,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
