displayName,key,value
"P/E excluding extraordinary items, most recent fiscal year",pPerEExcludingExtraordinaryItemsMostRecentFiscalYear,20.45
"Current Dividend Yield - Common Stock Primary Issue, LTM",currentDividendYieldCommonStockPrimaryIssueLTM,0.76
Price to Book - most recent fiscal year,priceToBookMostRecentFiscalYear,3.30
Price to Free Cash Flow per Share - trailing 12 months,priceToFreeCashFlowPerShareTrailing12Months,9.35
P/E Basic excluding extraordinary items - TTM,pPerEBasicExcludingExtraordinaryItemsTTM,18.62
P/E including extraordinary items - TTM,pPerEIncludingExtraordinaryItemsTTM,20.44
"P/E excluding extraordinary items low, trailing 12 months",pPerEExcludingExtraordinaryItemsLowTrailing12Months,16.74
Price to Tangible Book - most fiscal year,priceToTangibleBookMostFiscalYear,3.40
Dividend Yield - 5 Year Average,dividendYield5YearAverage,0.78
Price to sales - most recent fiscal year,priceToSalesMostRecentFiscalYear,5.05
"Net Debt, LFI",netDebtLFI,48599.80
Price to Tangible Book - most recent quarter,priceToTangibleBookMostRecentQuarter,3.40
Price to Book - most recent quarter,priceToBookMostRecentQuarter,3.30
Dividend Yield - indicated annual dividend divided by closing price,dividendYieldIndicatedAnnualDividendDividedByClosingprice,0.69
Price to Cash Flow per share - trailing 12 month,priceToCashFlowPerShareTrailing12Month,
Peg Ratio,pegRatio,0.78
is ForCasted,isForCasted,true
Price to Free Cash Flow per Share - most recent fiscal year,priceToFreeCashFlowPerShareMostRecentFiscalYear,9.35
"P/E Normalized, most recent fiscal year",pPerENormalizedMostRecentFiscalYear,20.45
"P/E excluding extraordinary items high, trailing 12 months",pPerExcludingExtraordinaryItemsHighTrailing12Months,28.10
"P/E excluding extraordinary items, most recent fiscal year quarter",pPerEExcludingExtraordinaryItemsMostRecentFiscalYearQuarter,20.44
Price to sales - trailing 12 month,priceToSalesTrailing12Month,5.05
"Net Debt, LFY",netDebtLFY,48599.80
