displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,4.50
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,99.35
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,99.36
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,320.91
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,183.82
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,51.47
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,51.47
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,122.25
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,724.25
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,51.47
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,51.47
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,51.47
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,623.10
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,623.10
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,5.50
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,724.32
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,51.47
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,320.91
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,5.50
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,51.47
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,183.82
