displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,104727.00,,,2024,Interim
Depreciation/ Depletion ,Depreciation/Depletion,50832.00,,,2024,Interim
Non- Cash Items ,Non-CashItems,8824.00,,,2024,Interim
Changesin Working Capital ,ChangesinWorkingCapital,-4875,,,2024,Interim
Cashfrom Operating Activities ,CashfromOperatingActivities,159508.00,,,2024,Interim
Capital Expenditures ,CapitalExpenditures,-152883,,,2024,Interim
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,38582.00,,,2024,Interim
Cashfrom Investing Activities ,CashfromInvestingActivities,-114301,,,2024,Interim
Financing Cash Flow Items ,FinancingCashFlowItems,-17343,,,2024,Interim
Total Cash Dividends Paid ,TotalCashDividendsPaid,-6089,,,2024,Interim
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,7.00,,,2024,Interim
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,6779.00,,,2024,Interim
Cashfrom Financing Activities ,CashfromFinancingActivities,-16646,,,2024,Interim
Net Changein Cash ,NetChangeinCash,28561.00,,,2024,Interim
Cash Interest Paid ,CashInterestPaid,37173.00,,,2024,Interim
Cash Taxes Paid ,CashTaxesPaid,11961.00,,,2024,Interim
period Length ,periodLength,12,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
