displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,74012.00,,,2024,Annual
Short Term Investments ,ShortTermInvestments,137298.00,,,2024,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,211310.00,,,2024,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,31628.00,,,2024,Annual
Total Receivables Net ,TotalReceivablesNet,87684.00,,,2024,Annual
Total Inventory ,TotalInventory,152770.00,,,2024,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,18336.00,,,2024,Annual
Total Current Assets ,TotalCurrentAssets,470100.00,,,2024,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,856077.00,,,2024,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-249993,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,758466.00,,,2024,Annual
Goodwill Net ,GoodwillNet,14989.00,,,2024,Annual
Intangibles Net ,IntangiblesNet,345385.00,,,2024,Annual
Long Term Investments ,LongTermInvestments,119502.00,,,2024,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,10416.00,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,37128.00,,,2024,Annual
Total Assets ,TotalAssets,1755986.00,,,2024,Annual
Accounts Payable ,AccountsPayable,178377.00,,,2024,Annual
Accrued Expenses ,AccruedExpenses,3493.00,,,2024,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,56642.00,,,2024,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,49373.00,,,2024,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,109482.00,,,2024,Annual
Total Current Liabilities ,TotalCurrentLiabilities,397367.00,,,2024,Annual
Long Term Debt ,LongTermDebt,222712.00,,,2024,Annual
Capital Lease Obligations ,CapitalLeaseObligations,17415.00,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,240127.00,,,2024,Annual
Total Debt ,TotalDebt,346142.00,,,2024,Annual
Deferred Income Tax ,DeferredIncomeTax,72241.00,,,2024,Annual
Minority Interest ,MinorityInterest,132307.00,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,120463.00,,,2024,Annual
Total Liabilities ,TotalLiabilities,962505.00,,,2024,Annual
Common Stock Total ,CommonStockTotal,6766.00,,,2024,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,99802.00,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),636354.00,,,2024,Annual
Other Equity Total ,OtherEquityTotal,50559.00,,,2024,Annual
Total Equity ,TotalEquity,793481.00,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,1755986.00,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,1353.22,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,320.06,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
