displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,104727.00,,,2024,Annual
Depreciation/ Depletion ,Depreciation/Depletion,50832.00,,,2024,Annual
Non- Cash Items ,Non-CashItems,8824.00,,,2024,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-4875,,,2024,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,159508.00,,,2024,Annual
Capital Expenditures ,CapitalExpenditures,-152883,,,2024,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,38582.00,,,2024,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-114301,,,2024,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-17343,,,2024,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-6089,,,2024,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,7.00,,,2024,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,6779.00,,,2024,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-16646,,,2024,Annual
Net Changein Cash ,NetChangeinCash,28561.00,,,2024,Annual
Cash Interest Paid ,CashInterestPaid,37173.00,,,2024,Annual
Cash Taxes Paid ,CashTaxesPaid,11961.00,,,2024,Annual
period Length ,periodLength,12,,,2024,Annual
period Type ,periodType,Months,,,2024,Annual
