displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,486326.00,,,2021,Annual
Total Revenue ,TotalRevenue,486326.00,,,2021,Annual
Costof Revenue Total ,CostofRevenueTotal,331170.00,,,2021,Annual
Gross Profit ,GrossProfit,155156.00,,,2021,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,74090.00,,,2021,Annual
Depreciation/ Amortization ,Depreciation/Amortization,26572.00,,,2021,Annual
Unusual Expense( Income) ,UnusualExpense(Income),-676,,,2021,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,989.00,,,2021,Annual
Total Operating Expense ,TotalOperatingExpense,432145.00,,,2021,Annual
Operating Income ,OperatingIncome,54181.00,,,2021,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,440.00,,,2021,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,-53,,,2021,Annual
Other Net ,OtherNet,893.00,,,2021,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,55461.00,,,2021,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,1722.00,,,2021,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,53739.00,,,2021,Annual
Minority Interest ,MinorityInterest,-4611,,,2021,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,49128.00,,,2021,Annual
Net Income ,NetIncome,49128.00,,,2021,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,49128.00,,,2021,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,49128.00,,,2021,Annual
Diluted Net Income ,DilutedNetIncome,49128.00,,,2021,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,1306.43,,,2021,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,37.60,,,2021,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,3.50,,,2021,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,37.14,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
