displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,84142.00,,,2022,Annual
Depreciation/ Depletion ,Depreciation/Depletion,29797.00,,,2022,Annual
Non- Cash Items ,Non-CashItems,-213,,,2022,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-2131,,,2022,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,111595.00,,,2022,Annual
Capital Expenditures ,CapitalExpenditures,-100145,,,2022,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-9958,,,2022,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-110103,,,2022,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-25899,,,2022,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-4297,,,2022,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,39767.00,,,2022,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,7718.00,,,2022,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,17289.00,,,2022,Annual
Net Changein Cash ,NetChangeinCash,18781.00,,,2022,Annual
Cash Interest Paid ,CashInterestPaid,26349.00,,,2022,Annual
Cash Taxes Paid ,CashTaxesPaid,3797.00,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
