displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,42429.56,,,2020,Annual
Total Revenue ,TotalRevenue,42429.56,,,2020,Annual
Costof Revenue Total ,CostofRevenueTotal,17196.03,,,2020,Annual
Gross Profit ,GrossProfit,25233.53,,,2020,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,14710.79,,,2020,Annual
Depreciation/ Amortization ,Depreciation/Amortization,2685.19,,,2020,Annual
Unusual Expense( Income) ,UnusualExpense(Income),0.00,,,2020,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,1318.02,,,2020,Annual
Total Operating Expense ,TotalOperatingExpense,35910.03,,,2020,Annual
Operating Income ,OperatingIncome,6519.53,,,2020,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-1372.05,,,2020,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,0.00,,,2020,Annual
Other Net ,OtherNet,35.24,,,2020,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,5182.72,,,2020,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,-568.16,,,2020,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,5750.88,,,2020,Annual
Minority Interest ,MinorityInterest,4.38,,,2020,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,5755.26,,,2020,Annual
Total Extraordinary Items ,TotalExtraordinaryItems,0.00,,,2020,Annual
Net Income ,NetIncome,5755.26,,,2020,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,5755.26,,,2020,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,5755.26,,,2020,Annual
Diluted Net Income ,DilutedNetIncome,5755.26,,,2020,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,28.85,,,2020,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,199.49,,,2020,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,13.00,,,2020,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,196.54,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
