displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,75955.13,,,2025,Annual
Total Revenue ,TotalRevenue,75955.13,,,2025,Annual
Costof Revenue Total ,CostofRevenueTotal,32122.88,,,2025,Annual
Gross Profit ,GrossProfit,43832.25,,,2025,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,21064.42,,,2025,Annual
Depreciation/ Amortization ,Depreciation/Amortization,4014.95,,,2025,Annual
Unusual Expense( Income) ,UnusualExpense(Income),97.43,,,2025,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,10210.38,,,2025,Annual
Total Operating Expense ,TotalOperatingExpense,67510.06,,,2025,Annual
Operating Income ,OperatingIncome,8445.07,,,2025,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-1661.11,,,2025,Annual
Other Net ,OtherNet,744.17,,,2025,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,7528.13,,,2025,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,1488.49,,,2025,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,6039.64,,,2025,Annual
Minority Interest ,MinorityInterest,-0.53,,,2025,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,6039.11,,,2025,Annual
Net Income ,NetIncome,6039.11,,,2025,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,6039.11,,,2025,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,6039.11,,,2025,Annual
Diluted Net Income ,DilutedNetIncome,6039.11,,,2025,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,29.44,,,2025,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,205.13,,,2025,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,77.50,,,2025,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,207.79,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
