displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,177.21,,,2021,Annual
Short Term Investments ,ShortTermInvestments,12526.52,,,2021,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,12703.73,,,2021,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,2575.67,,,2021,Annual
Total Receivables Net ,TotalReceivablesNet,5386.61,,,2021,Annual
Total Inventory ,TotalInventory,4552.62,,,2021,Annual
Prepaid Expenses ,PrepaidExpenses,128.10,,,2021,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,1279.23,,,2021,Annual
Total Current Assets ,TotalCurrentAssets,24050.29,,,2021,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,54842.32,,,2021,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-11216.97,,,2021,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,45306.31,,,2021,Annual
Goodwill Net ,GoodwillNet,6219.85,,,2021,Annual
Intangibles Net ,IntangiblesNet,5572.13,,,2021,Annual
Long Term Investments ,LongTermInvestments,1838.82,,,2021,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,3187.26,,,2021,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,8.85,,,2021,Annual
Total Assets ,TotalAssets,86183.51,,,2021,Annual
Accounts Payable ,AccountsPayable,4699.28,,,2021,Annual
Accrued Expenses ,AccruedExpenses,450.42,,,2021,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,4235.13,,,2021,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,2816.76,,,2021,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,8390.13,,,2021,Annual
Total Current Liabilities ,TotalCurrentLiabilities,20591.72,,,2021,Annual
Long Term Debt ,LongTermDebt,13548.45,,,2021,Annual
Capital Lease Obligations ,CapitalLeaseObligations,1119.05,,,2021,Annual
Total Long Term Debt ,TotalLongTermDebt,14667.50,,,2021,Annual
Total Debt ,TotalDebt,21719.39,,,2021,Annual
Deferred Income Tax ,DeferredIncomeTax,6040.68,,,2021,Annual
Minority Interest ,MinorityInterest,5.72,,,2021,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,703.21,,,2021,Annual
Total Liabilities ,TotalLiabilities,42008.83,,,2021,Annual
Common Stock Total ,CommonStockTotal,288.65,,,2021,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,5469.67,,,2021,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),38282.63,,,2021,Annual
Other Equity Total ,OtherEquityTotal,133.73,,,2021,Annual
Total Equity ,TotalEquity,44174.68,,,2021,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,86183.51,,,2021,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,28.87,,,2021,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,1121.85,,,2021,Annual
period Length ,periodLength,0.00,,,2021,Annual
