displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,147.23,,,2020,Annual
Short Term Investments ,ShortTermInvestments,4463.14,,,2020,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,4610.37,,,2020,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,2363.73,,,2020,Annual
Total Receivables Net ,TotalReceivablesNet,4452.07,,,2020,Annual
Total Inventory ,TotalInventory,4826.08,,,2020,Annual
Prepaid Expenses ,PrepaidExpenses,52.50,,,2020,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,780.44,,,2020,Annual
Total Current Assets ,TotalCurrentAssets,14721.46,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,54118.21,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-8836.81,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,46190.92,,,2020,Annual
Goodwill Net ,GoodwillNet,6252.49,,,2020,Annual
Intangibles Net ,IntangiblesNet,5627.14,,,2020,Annual
Long Term Investments ,LongTermInvestments,2084.76,,,2020,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,4335.87,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,7.15,,,2020,Annual
Total Assets ,TotalAssets,79219.79,,,2020,Annual
Accounts Payable ,AccountsPayable,3362.89,,,2020,Annual
Accrued Expenses ,AccruedExpenses,492.40,,,2020,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,4106.12,,,2020,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,1648.71,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,6970.46,,,2020,Annual
Total Current Liabilities ,TotalCurrentLiabilities,16580.58,,,2020,Annual
Long Term Debt ,LongTermDebt,17367.52,,,2020,Annual
Capital Lease Obligations ,CapitalLeaseObligations,1057.61,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,18425.13,,,2020,Annual
Total Debt ,TotalDebt,24179.96,,,2020,Annual
Deferred Income Tax ,DeferredIncomeTax,4911.99,,,2020,Annual
Minority Interest ,MinorityInterest,7.52,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,250.81,,,2020,Annual
Total Liabilities ,TotalLiabilities,40176.03,,,2020,Annual
Common Stock Total ,CommonStockTotal,288.63,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,5458.65,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),33129.38,,,2020,Annual
Other Equity Total ,OtherEquityTotal,167.10,,,2020,Annual
Total Equity ,TotalEquity,39043.76,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,79219.79,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,28.86,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,941.16,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
