displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,5182.72,,,2020,Annual
Depreciation/ Depletion ,Depreciation/Depletion,2722.66,,,2020,Annual
Non- Cash Items ,Non-CashItems,1488.33,,,2020,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-375.72,,,2020,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,9017.99,,,2020,Annual
Capital Expenditures ,CapitalExpenditures,-1689.29,,,2020,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-2511.69,,,2020,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-4200.98,,,2020,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-1987.16,,,2020,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-379.98,,,2020,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,-0.34,,,2020,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-2745.40,,,2020,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-5112.88,,,2020,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,0.47,,,2020,Annual
Net Changein Cash ,NetChangeinCash,-295.40,,,2020,Annual
Cash Interest Paid ,CashInterestPaid,1950.16,,,2020,Annual
Cash Taxes Paid ,CashTaxesPaid,891.44,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
